area	name	description
lambeth-contaminated-land:1052	1A Tregothnan Road	Site was a workshop and premises.
lambeth-contaminated-land:1053	Unit 5 1st Floor Union Court 22 Union Road,	Workshop and premises
lambeth-contaminated-land:1054	8 Union Mews, Union Road, London	Workshop and premises
lambeth-contaminated-land:1055	17-19 Union Road, London	Workshop and premises Source Soils Limited, Report on ground investigation for weald properties ltd report J6220rev2.0
lambeth-contaminated-land:1056	Gnd & Mezz Firs Unit 6 Union Court, Union Road,	Workshop and premises
lambeth-contaminated-land:1057	Unit 4 at 18-20 Union Road	Workshop and premises
lambeth-contaminated-land:1058	157a Hubert Grove, London	Factory and premises.
lambeth-contaminated-land:1059	19 Jeffrey's Road, London	Workshop and premises
lambeth-contaminated-land:1060	Pt 1st Fir, 1 Landor Road, London	Workshop and premises
lambeth-contaminated-land:1061	26-28 Sidney Road, London	Garage and premises
lambeth-contaminated-land:1062	61 Stockwell Green, London	Workshop and premises
lambeth-contaminated-land:1063	Pt First & Gnd Firs 11a Bedford Road, London	Workshop and premises
lambeth-contaminated-land:1064	Rear 342 Clapham Road, London	Workshop and premises
lambeth-contaminated-land:1065	Stockwell Green Depot Combermere Road, London	Garage and premises
lambeth-contaminated-land:1066	113 Gauden Road, London	Factory and premises.
lambeth-contaminated-land:1067	Units 1-5 at 378 Clapham Road, London	Workshop and premises
lambeth-contaminated-land:1068	Adjacent 2a Tasman Road, London	Garage and premises
lambeth-contaminated-land:1069	364a Clapham Road, London	Workshop and premises
lambeth-contaminated-land:1070	Fairclough Homes Ltd, Rosendale Road, Herne Hill.	At a depth of o.5m to the rear of the site, contamination was found to be worse than anticipated. Source ajb investigate and design, soils investigation 2000
lambeth-contaminated-land:1071	Fairclough Homes Ltd, Rosendale Road, Herne Hill.	Arsenic, mercury, lead and zinc contamination of the top fill material was identified in some or all of the trial pits. Levels were above the ICRCL levels for domestic gardens. Metals such as cadmium, chromium, lead and zinc are associated with car repair
lambeth-contaminated-land:1072	Fairclough Homes Ltd, Rosendale Road, Herne Hill.	Contamination levels associated with the fuel storage tanks were below the ICRCL thresholds for domestic gardens. Source ajb investigate and design, soils investigation 2000
lambeth-contaminated-land:1073	Fairclough Homes Ltd, Rosendale Road, Herne Hill.	No other contaminants other than in the fill material were found. Source ajb investigate and design, soils investigation 2000
lambeth-contaminated-land:1074	Fairclough Homes Ltd, Rosendale Road, Herne Hill.	The site contained existing buildings close to its southern boundary. Originally these buildings may have acted as domestic structures, however their last use was as offices, apparently servicing a building company.Source ajb investigate and design, soils
lambeth-contaminated-land:1075	Fairclough Homes Ltd, Rosendale Road, Herne Hill.	Levels of arsenic, mercury, and lead are above domestic garden threshold values, but below open space threshold levels. Source ajb investigate and design, soils investigation 2000
lambeth-contaminated-land:1076	Fairclough Homes Ltd, Rosendale Road, Herne Hill.	Zinc, common for its adverse affect on plant growth, as opposed to health was also elevated. Source ajb investigate and design, soils investigation 2000
lambeth-contaminated-land:1077	Ireton House, Angell Town Estate, Off Overton Road, Brixton.	It is proposed to redevelop the site to a combination of four storey one and two bedroom flats. There will be no garden areas. At present the site is occupied by three and four storey residential buildings. The area has also been used for residential uses
lambeth-contaminated-land:1078	Ireton House, Angell Town Estate, Off Overton Road, Brixton.	There are no primary sources of potential contamination, such as underground tanks or significant industrial processes. Source Higgins Construction Plc & Family Housing Association, Factual report on ground investigation.
lambeth-contaminated-land:1079	Ireton House, Angell Town Estate, Off Overton Road, Brixton.	the Made Ground can be regarded as a secondary source of contamination. There was however no visual or olfactory evidence of contamination noted during the investigations, and thus the made ground can be regarded as having a low contaminative potential. S
lambeth-contaminated-land:1080	Ireton House, Angell Town Estate, Off Overton Road, Brixton.	The risk assessment for contamination concludes that the risk to the various receptors associated with the development is very low. Source Higgins Construction Plc & Family Housing Association, Factual report on ground investigation.
lambeth-contaminated-land:1081	Ireton House, Angell Town Estate, Off Overton Road, Brixton.	It is of importance to state that there were elevated levels of Arsenic and Lead. Source Higgins Construction Plc & Family Housing Association, Factual report on ground investigation.
lambeth-contaminated-land:1082	3i Demountable Building, Waterloo Road, London,	The only recorded commercial use is just 'pre war', as a joinery shop. WIMTEC ENVIRONMENTAL Factual Report on Ground Investigation, March 2001.
lambeth-contaminated-land:1083	3i Demountable Building, Waterloo Road, London,	Elevated organics and coal tars found on the site are from hotspots of infill rather than generalized contamination of the site by past industrial uses. WIMTEC ENVIRONMENTAL Factual Report on Ground Investigation, March 2001.
lambeth-contaminated-land:1084	Victoria House, Off Kings Avenue, Clapham, South London.	A small pocked of contaminated material has been identified in one of the trial pits, which exceeded the trigger values for lead and zinc for open spaces. Source Merebrook Report, 2000. Also RSA Geotechnics Ltd Report Feb 2002
lambeth-contaminated-land:1085	Victoria House, Off Kings Avenue, Clapham, South London.	Levels of arsenic, lead, mercury and zinc were found to exceed the trigger levels for domestic gardens and allotments, according to ICRCL guidance for domestic gardens. In comparison for the trigger levels for parks and playing fields, only lead and zinc
lambeth-contaminated-land:1086	Lancaster Street, South of Borough Road, North of Thomas Doyle Street.	No.105 Motor Repair
lambeth-contaminated-land:1087	Right of Keyworth Street, South of Thomas Doyle Street, Left of Lancaster Street	Works
lambeth-contaminated-land:1088	South of Lambeth Road, North of Gladstone Street	Carriage Shed x4
lambeth-contaminated-land:1089	London Road, Right of Garden Row, Left of Burman Street	No.12- Sewing Machine Repairs.
lambeth-contaminated-land:1289	328 Brixton Road	SAS ltd report on ground investigation. Development for residential use.
lambeth-contaminated-land:1290	Guildford Road	Sypol Report
lambeth-contaminated-land:1291	101 Waterloo Road	Maps and survey information
lambeth-contaminated-land:1292	11,11A, 12 Theed Street	development for residentia use.
lambeth-contaminated-land:1293	138-148 Larkhall Lane	Petrol Service Station. Arcadis Environmental Assessment Report, Site specific Risk Assessment and remedial action plan for tank decomissioning. Remediation completion report, Development of site for residential development.
lambeth-contaminated-land:1294	Corportation Yard, Hillside Road,	Soil remediation.
lambeth-contaminated-land:1295	11/13 Hillyard Street, Kennington	Rydon Construction. Merebrook report
lambeth-contaminated-land:1296	Former  Dick Sheppard School, Tulse Hill	Development for housing.
lambeth-contaminated-land:1297	Plots 1-26 Hilllmead Infant School Site, Moorlands Estate Brixton	Report by Metropolitan Housing Trust.Hillmead Houses soils contamination.
lambeth-contaminated-land:1298	1A Tregothan Road, Brixton	Development for housing by Mayflower properties.
lambeth-contaminated-land:1299	Texaco, 38 Albert Embankment service station, vauxhall	report by ENSR. Archaeological Desk Based Assessment CgMs Consulting.
lambeth-contaminated-land:1300	5-11 Palfrey Place	Demolition of existing building and the construction of residential houses. Palladium Consulting Engineers. Desktop study, soil engineering report, supplementary chemical analysis report, specification for the removal of contaminated soils, plans
lambeth-contaminated-land:1301	Pym House, Angell Town Estate.	AIG Outline reclamation strategy and risk assessment. MRH Geotechnical Desk Study report. Higgins Construction Plc Factual report.
lambeth-contaminated-land:1302	136 Palace Road, Tulse Hill	Enverity Desk Study.Development for residential use.
lambeth-contaminated-land:1303	4,6,8,8a Bowden Street	Murray Rix Limited, report on ground investigation.
lambeth-contaminated-land:1304	Deeley Road, Lambeth	Springfeild Site Investigation Ltd. Report of ground conditions. DJ Higgins and Sons Additional Contamination Evaluation
lambeth-contaminated-land:1305	1A Babbington Road	report of Terratec site investigation.
lambeth-contaminated-land:1306	Valley Road, Curtis Field Road, Streatham	redevelopment of buildings owned by London Electricity Plc. Site Investigation Taywood Environmentla Consultancy. Development for residential use
lambeth-contaminated-land:1307	John Burn's School, Wycliffe Road, Battersea	Card Geotechnics report. Site for residential development by Rialto Homes Plc.
lambeth-contaminated-land:1308	102-108 Clapham Park Road	Ashdown Sites Investigation. Development for residential use.
lambeth-contaminated-land:1309	105 Minet Road, Camberwell	Listers Geotechnical Consultants, Lovell Ground investigation.
lambeth-contaminated-land:1310	Victoria House, off Kings Avenue, Clapham south London	Proposed redevelopment by Higgins Construction plc.Report by RSA Geotechnics Ltd, Ground Investigation report.
lambeth-contaminated-land:1311	145-147 Coldharbour Lane	development for residential purposes. Harrison and Company ground investigation report for Aspinwood Ltd
lambeth-contaminated-land:1312	344 Streatham High Road/ 1-3 Gleneagle Road, Streatham.	development for residential purposes.Development by Barratt Homes.  GESL Geo-Environmental Services Ltd.
lambeth-contaminated-land:1313	27 Coldharbour Lane	Residential Development Mount Anvil Report. Herts and Essex Site Investigations
lambeth-contaminated-land:1314	53-59 New Park Road and 1-31 Morrish Road	Reoprt by Geo-Environmental Services Limited Desk Study and Ground investigation report. Proposed development of flats.
lambeth-contaminated-land:1315	Ashby Mill School. Lyham Road, Clapham Park	Development for social housing.
lambeth-contaminated-land:1316	4 Ferndale Road, Clapham	Terratec Services, Report on contamination & gas levels. Proposed development for flats
lambeth-contaminated-land:1317	67 Effra Road	Development for residential use. Report by Technotrade Family Housing Association report on site investigation.
lambeth-contaminated-land:1318	51 Curtis Field Road	Development for residential purposes. Plans. Site of former electric sub station/depot.
lambeth-contaminated-land:1319	Jeffreys Court, Jeffereys Road	Report by Meridian Soils Limited Chemical analysis.
lambeth-contaminated-land:1320	10-14 Craster Road	demolition of building and treatment of contaminated land. Method statement. Soil Consultants ltd site investigation report
lambeth-contaminated-land:1321	Courtenay House, New Park Road	Development for residential housing
lambeth-contaminated-land:1322	former council depot on both sides of oval way and 323-329 Kennignton Lane, with Kennington Grove, Oval Way, Farnham Royal and Ajoining Land	proposed redevelopment of the site for school.
lambeth-contaminated-land:1323	214-238 Norwood Road, Tulse Hill	SAS Ltd Ground investigation. Proposed residential development of the site.
lambeth-contaminated-land:1324	66 Kings Road, Clapham	Proposed redevelopment for residential purposes by Ruskin Homes Ltd. Report by Southern Testing.
lambeth-contaminated-land:1325		
lambeth-contaminated-land:1326	North of West Road, Left of Kings Avenue	Laundry
lambeth-contaminated-land:1327	North of kildoran Road, Left of Glenelg Road	Laundry
lambeth-contaminated-land:1328	North of Hayter Road, Left of Brixton Hill	Bakery
lambeth-contaminated-land:1329	Left of St Matthews Road, opposite Hayter Road	Joinery works
lambeth-contaminated-land:1330	South of Mauleverer  Road, Nth of Mandrell Road	Chemical works
lambeth-contaminated-land:1331	North of Jebb Avenue, Right of Lyham Road	Food Manufactory
lambeth-contaminated-land:1332	South of Blenheim Gardens, North of the Prison.	Weilding Works x2.
lambeth-contaminated-land:1333	West/west of Archbishops Place	Engineering works.
lambeth-contaminated-land:1334	South of Thorne Road, Left of Lansdowne Gardens.	Plaster Works
lambeth-contaminated-land:1335	Left off Cobbett Street, South of Dorset Road	Council Yard.
lambeth-contaminated-land:1336	Nth off Dorset Road, South of Oval Place	Engineering Works.
lambeth-contaminated-land:1337	North of Pascal street, Left of Wandsworth Road	Wandsworth Stonemasonry Works, Button Factory.
lambeth-contaminated-land:1338	North of Heyford Avenue, Right of South Lambeth Road	Vinegar factory, joinery works,  Timber yard
lambeth-contaminated-land:1339	Right of Wandsworth road, South of Miles street SW8	Lotus Works
lambeth-contaminated-land:1340	Right of South Lambeth Road, South of Miles Street, opposite Timber yard	Mayfair works, (food).
lambeth-contaminated-land:1341	Left of the oval, south of Harleyford Road,	Imperial Marble Works
lambeth-contaminated-land:1342	North of Lawn Lane, South of Langley Lane	Laundry, Laundry.
lambeth-contaminated-land:1343	North of Vauxhall Grove, Right of South Lambeth Road	El Sub Station.
lambeth-contaminated-land:1344	Nth of Parry Street, Right of Bondway	Engineering works, clothing factory
lambeth-contaminated-land:1345	North of Wolfington Road, Right of Hainthorpe Road,	Printing works.
lambeth-contaminated-land:1346	Right off Knights Hill, South of Cotswold Street	Works, usage unknown, sheet metal works.
lambeth-contaminated-land:1347	Right off Knight's Hill, North of Ernest Avenue	Engineering works.
lambeth-contaminated-land:1348	Right off Knight's Hill, Nth of Rothschild Street	Omnibus Depot
lambeth-contaminated-land:1349	Right off Norwood Road, North of Lancaster Avenue	Tramway Depot
lambeth-contaminated-land:1350	Left off Norwood Road, North of Lansdowne Hill	Products factory.
lambeth-contaminated-land:1351	North off Bloom Grove, South of Canterbury Grove, Right of Railway	Engineering works, electric sub station, (medium sized)
lambeth-contaminated-land:1352	Nth of Knolly's Road, South of the railway,	Engineering Works
lambeth-contaminated-land:1353	North east of the Pensbury Street and engineering works	Coal Depot.
lambeth-contaminated-land:1354	Right off Effra Road, Left of Dalberg Road, Nth of Trelawn Road	Joinery Works, Printing works, Clothing factory, LCC Transport Depot,  Glove Factory.
lambeth-contaminated-land:1355	Right off Shakespeare Road, North of Mayall Road, West of railway	Herne Hill Goods Depot
lambeth-contaminated-land:1356	North off Coldharbour Lane, Right of Atlantic Road, Left of Canterbury Crescent	Laundry, Engineering Works.
lambeth-contaminated-land:1357	East of Sussex Road, West off Loughborough Park, (triangle)	Furniture Factory
lambeth-contaminated-land:1358	Right off Effra Road, North of Saltoun Road, South of Rushcroft Road	Omnibus Depot
lambeth-contaminated-land:1359	Right of Kennington Park, North of Otto Street, Right of Royal Road, Cook's Road	Engineering Works, Laundry
lambeth-contaminated-land:1360	South of Otto Street, right of Royal Road, Left off Cooks Road	Engineering Works
lambeth-contaminated-land:1361	North of Hanover Guard, south of Camberwell New Road, Left of Kennington  Park,	Electric sub station
lambeth-contaminated-land:1362	South of Camberwell New Road, North of Cranmer Road, Left of Foxley Road	Engineering works, printing works, cardboard box factory, motor car works
lambeth-contaminated-land:1363	South of Hillingdon Street, left off Warham Street, North of Dugdale Street	Laundry, Engineering Works.
lambeth-contaminated-land:1364	Left off Farmers Road, opposite Warrior Road, North of Camberwell New Road	Bath Factory
lambeth-contaminated-land:1365	South of Vassall Road, North of Frederick Crescent, Left off Langton Road	Laundry
lambeth-contaminated-land:1366	North of Vassall Road, South of Blackwell Street, Left of Farrar Street	Engineering works.
lambeth-contaminated-land:1367	South of Camberwell New Raod, Right of Foxley Road, Nth of Vassall Road	Tobacco Factory
lambeth-contaminated-land:1368	North of Blackwell Street, Left off Chryssell Road, Rgt off Brixton Road	Engineering works, printing works.
lambeth-contaminated-land:1369	South of Kennington Lane, North of Opal St, Left of Brixton Road	Engineering works, factory, peppered site by ruins, result of the war.
lambeth-contaminated-land:1370	Nth of Kennington Lane, South of Fairford Grove,	Saw Mills
lambeth-contaminated-land:1371	South of Kennington lane, North of Kennings Way	Navy, Air Force, Army Force Institutes, (HQ) Warehouse.
lambeth-contaminated-land:1372	Right of Kennington Road, Left of Stannary Street, South of Ravensdon Street	Meter taking establishment, and below is an engineering works.
lambeth-contaminated-land:1373	South of Stannery Street, Left of Kennington Park Road	Engineering works.
lambeth-contaminated-land:1374	Walnut Tree Walk, West of Kennington Road, Nth of Fitzalan Street	No. 10a Road services, No. 27 garage equipment manufacturers, No. 27 Machine tool makers.
lambeth-contaminated-land:1375	South of Fitzalan Street Right of Gunolf Street	Gas Meter Works.
lambeth-contaminated-land:1376	Right of Montford Place, South of Kennington Lane, Left of Kennington Green	Pickle Works.
lambeth-contaminated-land:1377	South of Barge House street, North of Upper Ground	Plate Glass Works
lambeth-contaminated-land:1378	South of Bankside, Right off Hopton Street	Bankside Electricity Works
lambeth-contaminated-land:1379	South of Upper Ground, Right off Boody's Bridge	No43 Body's Bridge- Ironworks, No.43-51- Chocolate machinery manuf.
lambeth-contaminated-land:1380	40-42Upper Ground, South of Barge House St	Printers engineers & National provisional Insurance Warehouse.
lambeth-contaminated-land:1381	South of Upper Ground, Right of Duchy Street	Ice cream Factory
lambeth-contaminated-land:1382	North of Stamford Street, opposite Barge House Street	Engineering Works
lambeth-contaminated-land:1383	Nth of Southwark Street, Left of Hopton Street	Warehouse
lambeth-contaminated-land:1384	Nth of Southwark Street, Right of Hopton Street	Printing works, slightly to the right of this works is another Printing works in the corner of Hopton St and Sumner St
lambeth-contaminated-land:1385	Left off Paris gardens, Right off Hatfields	Printing works and also a small engineering works.
lambeth-contaminated-land:1386	Left of Hatfileds, Right of Broadwall	Printing works
lambeth-contaminated-land:1387	Nth of Stamford Street, Left off Coin Street	Warehouse
lambeth-contaminated-land:1388	Right of coin street, South of Aquinas Street, North of Theo Street	Light Engineering Works
lambeth-contaminated-land:1389	Left of Bear Lane, opposite Farnham place,	Engineering Works
lambeth-contaminated-land:1390	Right off Bear Lane, Left of Suffolk Street, South of Prices Street	Mineral Water Factory
lambeth-contaminated-land:1391	Right of Suffolk Street, South of Lavington Street	Printing Works
lambeth-contaminated-land:1392	Right off Great Suffolk Street, South of Lavington Street	Printing Works, Engineering Works
lambeth-contaminated-land:1393	North of Union St, Right of Gambia Street	Printing works
lambeth-contaminated-land:1394	Nth of Union Street, Right of Great Suffolk Street	Engineering Works.
lambeth-contaminated-land:1395	Right of Coldharbour Lane, North of Northlands St	Manufacturing chemists, Bath works, Laundry,
lambeth-contaminated-land:1396	Left of Coldharbour Lane, North of Lilford Road	Bakery, clothing factory, Manufacturing chemists
lambeth-contaminated-land:1397	Left of Coldharbour Lane, South of Lilford Road	Charcoal Factory, and lower in same site small electric sub station
lambeth-contaminated-land:1398	Right off Kenbury Street, Left of Denmark Road, Opposite Flaxman Road	Book Binding Works
lambeth-contaminated-land:1399	Right of Coldharbour Lane, Left of Denmark Hill, opposite Dr Crespigny Park	Printing works
lambeth-contaminated-land:1400	Left off Denmark Hill, Nth/Nth of Valmar Road	Laundry, Alliance Works.
lambeth-contaminated-land:1401	Right of Denmark Hill, North of Daneville Road	Factory,
lambeth-contaminated-land:1402	North of Camberwell New Road, South of Medlar  Street	Tramway Depot, slightly below this there is a Flour Mill.
lambeth-contaminated-land:1403	North of Westow Hill, Right of Woodland road	Printing Works
lambeth-contaminated-land:1404	South of Westow Hill, Left of St Aubyn's Road	Woodmans Yard, Laundry and slightly south of Electric Sub Station
lambeth-contaminated-land:1405	Left off Church Road, Opposite Lansdown Place, Diagonal Road	Engineering Works
lambeth-contaminated-land:1406	North of Fox Hill, Left of Lansdowne Place	Engineering  works
lambeth-contaminated-land:1407	East of Lansdowne Place, Left of Tudor Road	Printing Works
lambeth-contaminated-land:1408	North Temperley Road, Bracken Avenue, Left of Badminton Road	Electrical works
lambeth-contaminated-land:1409	North and East of Alderbrook Road, Left of Balham Hill	Laundry, No.18 Balham GP/Ltd Panel Beaters, No.18 Witham's Hire Service Ltd- Motor car Hire, No.22/24 Shetack Tools works ltd, No.26- Fishing tackle manufacturers.
lambeth-contaminated-land:1410	Right of Balham Hill, South of Dinsmore Road	Garage
lambeth-contaminated-land:1411	South of Alderbrook Rd, Left of Balham Hill	No.38a Balham Hill- Richlow &Co- Scrap Metal merch, 40/50 Ridge Petrol service station.
lambeth-contaminated-land:1412	Left of Balham Grove, North of Oldridge Road	Metal Works
lambeth-contaminated-land:1413	Right of Balham Grove, South of Oldridge Road	Garage
lambeth-contaminated-land:1414	Ravenswood Road, Left of Lammermoor Road	Works x2, 13A Smith Eric C. Motor Engineers.
lambeth-contaminated-land:1415	Caistor Road, Left of Balham High Road	No.74 South London Plating Co. - Chromium platers.
lambeth-contaminated-land:1416	Right of Balham Hill, North of Hazelbourne Road	Astor Works, Lithographic,
lambeth-contaminated-land:1417	Left of Balham Hill, opposite Gaskarth Road	Garage
lambeth-contaminated-land:1418	Right of Balham Hill, South of Cathles Road	Coach Works
lambeth-contaminated-land:1419	South of Streatham Station,	Coal Yard, Corporation Yard
lambeth-contaminated-land:1420	North of Weir Road, opposite right of Zennor Road	Engineering works, Brewery, Motor Works, Electric Sub Station.
lambeth-contaminated-land:1421	South of Weir Road, Right of Zennor Road	Acme Works, Embisco Biscuit Works, Grange Mills
lambeth-contaminated-land:1422	North of West Road, Left off Northbourne Road	Printing works, engineering works, soap factory.
lambeth-contaminated-land:1423	Right off Briarwood Road, opposite West Road	Motor Works x2
lambeth-contaminated-land:1424	Left of Abbeyville Road, opposite Caldervale Road	Confectionery Works.
lambeth-contaminated-land:1425	North of Elms Road, Right of Clapham Common South	Garage.
lambeth-contaminated-land:1426	155-157 Hamilton Road, West Norwood, London	An initial site survey has identified some metallic contamination with respect to petroleum hydrocarbons on the western part of the site. However not remarkable due to its past use for garage services. The presence of this material does not make the site
lambeth-contaminated-land:1427	North of Hazelbourne Road, opposite Westlands Terrace	Milk Bottling Depot.
lambeth-contaminated-land:1428	South of Larkhall Rise, Right of Rectory Grove	Laundry, Engineering works, printing works
lambeth-contaminated-land:1429	Right of Edgeley Road, North of Voltaire Road	Joinery Works, Electro-plating Works.
lambeth-contaminated-land:1430	South of Clapham High Street, Right of Aristottle Road	Cardboard Box Factory
lambeth-contaminated-land:1431	Right of Clapham Manor Street, North of Clapham High Street	Electrical works, printing works, Corporation yard.
lambeth-contaminated-land:1432	Right of Old Town, North of Grafton Sq	Printing works,
lambeth-contaminated-land:1433	Left of Old Town, south of Lydon road	Laundry, Garage
lambeth-contaminated-land:1434	Left of Clapham North Side, opposite the Polygon	Optical works,
lambeth-contaminated-land:1435	Nth of Bromell's Road, Left of Venn ST	Engineering works x3
lambeth-contaminated-land:1436	Clapham High Street, right off Stonehouse street	No.118- Instant cleaners- dry cleaners, No.138- Greenlees & Sons- book and shoe makers. No.164- Advance Laundries ltd, No.180- United Dairies, No.180- Rear of Plough Press Ltd- Printers.
lambeth-contaminated-land:1437	North of Clapham High Street, Right of Clapham Manor Street	Electrical works
lambeth-contaminated-land:1438	South of Clapham High Street, Left off Cato Road	No.49- Ivorine Name Plate Makers
lambeth-contaminated-land:1439	South of Clapham High Street, Left of St Lukes Avenue	Works x5, No.101a tobacconist.
lambeth-contaminated-land:1440	South of Bromell's Road, North of Clapham High Street	Engineering works, clothing factory
lambeth-contaminated-land:1441	Clapham park Road, Left of Northbourne Road	No.24a- Century Motors, & Coopers & Hedges Ltd, Iron Mongers
lambeth-contaminated-land:1442	Left of Streatham High Road, Nth of natal Road	Large Garage.
lambeth-contaminated-land:1443	Left of Stockwell Road, North of Stansfield Road	Wine Refinery
lambeth-contaminated-land:1444	East/East of Tandridge Place, Left of Willington Rd	Corporation Yard
lambeth-contaminated-land:1445	South of Brighton Terrace, opposite Bernays Grove	Furniture depository.
lambeth-contaminated-land:1446	Right off Rommany Road, left of hamilton Road, opposite St Cloud Road	Laundry
lambeth-contaminated-land:1447	North of Hamilton Road, Right of Clive Road	Clothing factory
lambeth-contaminated-land:1448	Right off Hamilton Road, south end, left off Clive Road	Printing works
lambeth-contaminated-land:1449	South of Hamilton Road, North of Rommany Road, corner of	Laundry
lambeth-contaminated-land:1450	South of Rothschild Street, Left of Denmark Road	Denses Works
lambeth-contaminated-land:1451	South of Gipsy Road, Right of Gipsy Road Gardens, Left of Bentons Lane	Electric sub station.
lambeth-contaminated-land:1452	South of Chapel Road, North of Linton Grove, Left off Curnick's Lane	Rope and Twine Works.
lambeth-contaminated-land:1453	Right of South Metropolitan Cemetery, left of Martell Road, Nth of Tritton Road	Factory, electronic equipment, still present in 1966
lambeth-contaminated-land:1454	Sth/wst of South Metropolitan Cemetery, North of Dunbar St	: Electronic works, still present in 1966
lambeth-contaminated-land:1455	Right of South Metropolitan Cemetery, left of Rommany Road	Borough Council Depot, still present in 1966
lambeth-contaminated-land:1456	North of Sainsbury Road, right of Norwood Park, right of Salters Hill	Timber Yard
lambeth-contaminated-land:1457	South and right of Robson Rd, South of Park Hill Rd, right of West Norwood Cemetery and crematorium	Engineering Works and small electric sub station
lambeth-contaminated-land:1458	East off Elmworth Grove, left of Croxted Road	Depot
lambeth-contaminated-land:1459	Left off Martell Road, North of tritton Road,	Engineering Works, large.
lambeth-contaminated-land:1460	Left off Herne Hill, North of Milkwood rd, opposite Carver road	Engineering works
lambeth-contaminated-land:1461	Right of Norwood Road& Brockwell Park, North of Croxted Road	Ink Factory, Portable building factory.
lambeth-contaminated-land:1462	Right of Norwood Road,& Brockwell Park, South of Croxted Road	Bookbinding works
lambeth-contaminated-land:1463	Plots 7-23, Polperro Mews/ Sullivan Rd, Kennington,	Minor contamination of soils in the uppermost soil, that was removed.
lambeth-contaminated-land:1464	The South London Hospital for Women, Clapham Common London	No significant contamination was found on the site after an in depth study. No remediation of the site was required prior to redevelopment. Source letter from Colin Stanbury Environmental Health officer with reference to White Green Young Report Feb 2003
lambeth-contaminated-land:1465	The South London Hospital for Women, Clapham Common London	Prior to this date the land in question was used for residential purposes, it was then acquired for the hospital. Source White Yong Green Environmental report.
lambeth-contaminated-land:1466	The South London Hospital for Women, Clapham Common London	Recently an electric sub station was established on the site.Source White Yong Green Environmental report.
lambeth-contaminated-land:1467	4,6,8,&8a Bowden Street, London	Dairy. Source Report on Contamination survey, Murray Rix December 2001.
lambeth-contaminated-land:1468	4,6,8,&8a Bowden Sreett, London	Dairy moved to No.9.  Source Report on Contamination survey, Murray Rix December 2001.
lambeth-contaminated-land:1469	4,6,8,&8a Bowden Street, London	No.6 recorded as a decorators.  Source Report on Contamination survey, Murray Rix December 2001.
lambeth-contaminated-land:1470	4,6,8,&8a Bowden Street, London	No.8, 8a bottle manufacturers  Source Report on Contamination survey, Murray Rix December 2001.
lambeth-contaminated-land:1471	4,6,8,&8a Bowden Street, London	No.8, 8a bottle manufacturers  Source Report on Contamination survey, Murray Rix December 2001.
lambeth-contaminated-land:1472	4,6,8,&8a Bowden Street, London	No.6 Solicitors  Source Report on Contamination survey, Murray Rix December 2001.
lambeth-contaminated-land:1473	4,6,8,&8a Bowden Street, London	No.8 paper bag manufacturer.  Source Report on Contamination survey, Murray Rix December 2001.
lambeth-contaminated-land:1474	4,6,8,&8a Bowden Street, London	No.4 Paper bag manufacturer  Source Report on Contamination survey, Murray Rix December 2001.
lambeth-contaminated-land:1475	4,6,8,&8a Bowden Sreet, London	No. 4 Caterers.  Source Report on Contamination survey, Murray Rix December 2001.
lambeth-contaminated-land:1476	4,6,8,&8a Bowden Street, London	Time of work, site entrance to No.8 stated, Industrial Plastics Ltd.  Source Report on Contamination survey, Murray Rix December 2001.
lambeth-contaminated-land:1477	4,6,8,&8a Bowden Street, London	Investigation showed that Arsenic levels were in excess of the ICRCL threshold trigger concentration for gardens and domestic usage. Leachable arsenic was also determined on selected samples of the fill material.These were however below the NRA trigger le
lambeth-contaminated-land:1478	4,6,8,&8a Bowden Street, London	Cadmium are all below the ICRCL threshold trigger concentrations for domestic gardens.  Source Report on Contamination survey, Murray Rix December 2001.
lambeth-contaminated-land:1479	4,6,8,&8a Bowden Street, London	Lead levels were in excess of the ICRCL for domestic use.   Source Report on Contamination survey, Murray Rix December 2001.
lambeth-contaminated-land:1480	4,6,8,&8a Bowden Street, London	Mercury exceeded the ICRCL for domestic use.  Source Report on Contamination survey, Murray Rix December 2001.
lambeth-contaminated-land:1481	4,6,8,&8a Bowden Street, London	Sulphur are below the ICRCL threshold trigger concentration for proposed uses.  Source Report on Contamination survey, Murray Rix December 2001.
lambeth-contaminated-land:1482	91-93 Effra Road, London	No evidence on site suggested that there had been widespread contamination. Source Gary Gabriel Associates Consulting Engineers. February 1998.
lambeth-contaminated-land:1483	Courtenay House New Park Road	No obvious source of contamination, however the ground floor is used as a main car dealer, Kirkwood Cars. Also paint spraying and servicing was carried out. The forecourt fronting Brixton Hill used to accommodate a major petrol/diesel retailing outlet. Ce
lambeth-contaminated-land:1484	Streatham High Road, No. 15	French Cleaners.
lambeth-contaminated-land:1485	9-11 Streatham High Road	Dyers & Cleaners
lambeth-contaminated-land:1486	9-11 Streatham High Road	Plastic containers
lambeth-contaminated-land:1487	13 Streatham High Road	Tentomatic Supplies Ltd. Tent mnf
lambeth-contaminated-land:1488	29 Streatham High Road	Danish Coin Operated Library
lambeth-contaminated-land:1489	3 Leigham Hall Parade	Saphonie, Furrier
lambeth-contaminated-land:1490	14 Leigham Hall Parade	Prynn & Stevens Ltd, Motor Car Distributors.
lambeth-contaminated-land:1491	41 Streatham High Road	Service Station, motor service station
lambeth-contaminated-land:1492	117 Streatham High Rd	Self service Laundry
