OrganisationURI,OrganisationLabel,SiteReference,PeviouslyPartOf,SiteNameAddress,SiteplanURL,CoordinateReferenceSystem,GeoX,GeoY,Hectares,OwnershipStatus,Deliverable,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,ProposedForPIP,MinNetDwellings,DevelopmentDescription,NonHousingDevelopment,Part2,NetDwellingsRangeFrom,NetDwellingsRangeTo,HazardousSubstances,SiteInformation,Notes,FirstAddedDate,LastUpdatedDate
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,N33,,"54 and rear of 56 to 64, Villa Road, Lozells and East Handsworth",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.919833,52.50157,0.1,unknown ownership,yes,permissioned,full planning permission,14/01/2016,,,8,Demolition of existing structures and erection of part two storey part three storey frontage building comprising retail shop with two apartments over and erection of a detached three storey residential block with 6 flats at rear and associated works.,Retail shop,,8,8,,,2015/09664/PA,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,N92,,"Wellhead Lane, Perry Barr",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.894622,52.518149,1.75,unknown ownership,,not permissioned,,,,,85,,,,85,85,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,N95,,"Mere Green Road, Sutton Four Oaks",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.826048,52.588105,0.83,unknown ownership,,not permissioned,,,,,33,,,,33,33,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,N99,,"136-152 Victoria Road, Aston",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.890919,52.502623,0.32,unknown ownership,,not permissioned,,,,,13,,,,13,13,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,N105,,"Rear of 5-15 Attenborough Close, Aston",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.897562,52.493735,0.1,owned by a public authority,,not permissioned,,,,,5,,,,5,5,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,N111,,"330 Hospital Street, Aston",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.901695,52.496494,0.14,owned by a public authority,,not permissioned,,,,,13,,,,13,13,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,N124,,"Site adjacent to 58 Grove Lane, Lozells and East Handsworth",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.932363,52.505081,0.14,unknown ownership,,not permissioned,,,,,5,,,,5,5,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,N128,,"8 Wills Street and adjacent site, Lozells and East Handsworth",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.915644,52.500247,0.19,unknown ownership,yes,permissioned,full planning permission,16/10/2014,,,8,"Demolition of 2-6 Wills Street, erection of seven new dwelling houses and the conversion & extension to 8 Wills Street to create a new dwelling house",,,8,8,,,2014/05344/PA,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,N133,,"92 & units 1-4 Hutton Road, Lozells and East Handsworth",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.91204,52.512702,0.18,unknown ownership,,not permissioned,,,,,9,,,,9,9,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,N135,,"Adjacent to 137 Wellington Road, Lozells and East Handsworth",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.912091,52.515594,0.11,unknown ownership,,not permissioned,,,,,6,,,,6,6,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,N136,,"Site adjacent to 214 Wellington Road, Lozells and East Handsworth",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.905183,52.515364,0.46,unknown ownership,,not permissioned,,,,,23,,,,23,23,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,N138,,"72 Warren Farm Road, Kingstanding",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.879743,52.542908,0.26,mixed ownership,,not permissioned,,,,,10,,,,10,10,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,N140,,"Site including  3 - 7 & 15, 17 Perry Common Road & 2 - 6 Turfpit Lane, Kingstanding",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.861597,52.532014,0.38,unknown ownership,,not permissioned,,,,,7,,,,7,7,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,N150,,"Site corner of Aldridge Road & Beeches Road, Oscott",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.89885,52.539895,0.13,unknown ownership,,not permissioned,,,,,5,,,,5,5,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,N162,,"70 Greenholm Road, Oscott",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.894087,52.535341,0.16,unknown ownership,,not permissioned,,,,,8,,,,8,8,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,N167,,"49 Old Oscott Hill, Oscott",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.887379,52.549082,0.2,unknown ownership,,not permissioned,,,,,8,,,,8,8,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,N172,,"Site to rear of 280-312 Perry Wood Road, Perry Barr",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.926362,52.542207,0.34,unknown ownership,,not permissioned,,,,,14,,,,14,14,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,N177,,"Site rear of 110-153 Tame Road, Perry Barr",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.879928,52.511246,0.5,unknown ownership,,not permissioned,,,,,25,,,,25,25,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,N178,,"Site adjacent 15 Hamstead Hall Road, Handsworth Wood",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.934356,52.5215,0.14,owned by a public authority,,not permissioned,,,,,6,,,,6,6,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,N180,,"15 Stockwell Road, Handsworth Wood",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.939481,52.515481,0.35,unknown ownership,,not permissioned,,,,,14,,,,14,14,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,N186,,"Site rear of 32-68 Sycamore Road, Sycamore Trading Estate, Soho",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.942721,52.502593,0.46,unknown ownership,,not permissioned,,,,,18,,,,18,18,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,N238,,"Site and garages rear of 6-18 Anton Drive, Sutton New Hall",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.788388,52.534535,0.23,unknown ownership,,not permissioned,,,,,5,,,,5,5,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,N242,,"Site rear of 28-48 Cheswood Drive, Sutton New Hall",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.781152,52.530411,0.17,unknown ownership,,not permissioned,,,,,7,,,,7,7,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,N251,,"Site and garages rear of 54-58 Mount View, Sutton Trinity",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.806025,52.560968,0.2,owned by a public authority,,not permissioned,,,,,6,,,,6,6,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,N254,,"Site and garages rear of 1-18 Charles Court, Wiggins Croft, Sutton Trinity",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.798102,52.556516,0.17,unknown ownership,,not permissioned,,,,,7,,,,7,7,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,N266,,"117, Soho Hill, Soho",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.921043,52.499502,0.06,unknown ownership,,not permissioned,,,,,6,,,,6,6,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,N283,,"51 and 53 Brewery Street, Soho",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.946645,52.503935,0.07,unknown ownership,,not permissioned,,,,,6,,,,6,6,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,N284,,"79 to 85 Holyhead Road, Soho",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.948851,52.506301,0.09,unknown ownership,yes,permissioned,full planning permission,26/02/2016,,,12,Erection of 12 apartments with associated car parking and landscaping,,,12,12,,,2015/09296/PA,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,N290,,"Land rear of Hagley Road and Monument Road, Ladywood",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.930867,52.472415,0.22,unknown ownership,,not permissioned,,,,,14,,,,14,14,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,N318,,"84 to 90 Villa Road, Lozells and East Handsworth",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.918285,52.501991,0.19,mixed ownership,,not permissioned,,,,,23,,,,23,23,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,N349,,"Corner of Livingstone Road and Westminster Road, Lozells and East Handsworth",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.906262,52.510388,0.3,unknown ownership,,not permissioned,,,,,7,,,,7,7,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,N356,,"Site of 239 Walsall Road, Perry Barr",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.90353,52.525264,0.15,unknown ownership,,not permissioned,,,,,12,,,,12,12,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,N374,,"Siemens site, land off Witton Road and Tame Road, Perry Barr",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.881034,52.511811,5.2,unknown ownership,,not permissioned,,,,,165,,,,165,165,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,N414,,"21 to 23A Birmingham Road, Sutton Trinity",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.825803,52.55938,0.09,unknown ownership,yes,permissioned,full planning permission,07/01/2014,,,9,"Prior Approval for change of use from offices (Use Class B1a) to 8 no. one bedroom residential apartments, and 1 no. two bedroom residential apartment (Use Class C3).",,,9,9,,,2013/08628/PA,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,N490,,"City Hospital site off Aberdeen Street, Soho",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.930746,52.48947,20.64,unknown ownership,,not permissioned,,,,,750,,,,750,750,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,N492,,"161 to 211 Birchfield Road, Aston",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.902482,52.507455,0.59,unknown ownership,,not permissioned,,,,,14,,,,14,14,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,N493,,"adjacent Crown and Cushion, Lozells and East Handsworth",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.90264,52.515906,0.99,mixed ownership,yes,not permissioned,,,,,100,,,,100,100,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,N506,,"Westwood Road / Dulverton Road, Perry Barr",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.878634,52.512063,0.6,unknown ownership,,not permissioned,,,,,10,,,,10,10,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,N507,,"Villa Cross, Lozells and East Handsworth",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.914778,52.503358,0.9,mixed ownership,,not permissioned,,,,,12,,,,12,12,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,N509,,"Old Bridge Street, Aston",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.912649,52.49503,1.8,mixed ownership,,not permissioned,,,,,0,,,,0,0,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,N510,,"New John St West, Aston",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.90098,52.493886,3.05,mixed ownership,,not permissioned,,,,,100,,,,100,100,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,N513,,"Milton Street/Newtown Row, Aston",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.896473,52.496151,0.2,owned by a public authority,,not permissioned,,,,,15,,,,15,15,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,N514,,"Gower Street, Aston",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.901833,52.502037,0.71,mixed ownership,,not permissioned,,,,,21,,,,21,21,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,N515,,"Johnstone Street/Birchfield Road, Aston",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.901852,52.50432,0.21,unknown ownership,,not permissioned,,,,,20,,,,20,20,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,N518,,"Wretham Road / Soho Hill, Lozells and East Handsworth",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.918211,52.498327,0.3,unknown ownership,,not permissioned,,,,,15,,,,15,15,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,N534,,"Elderslea South Parade, Sutton Trinity",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.820454,52.55995,0.19,owned by a public authority,,not permissioned,,,,,17,,,,17,17,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,N544,,"Station Street/Brassington Avenue Sutton, Sutton Trinity",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.824619,52.564488,0.15,mixed ownership,,not permissioned,,,,,60,,,,60,60,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,N545,,"Queen Street/The Parade/Victoria Road Sutton, Sutton Trinity",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.823207,52.56175,3.79,mixed ownership,,not permissioned,,,,,150,,,,150,150,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,N552,,"Land at 1 to 3 Barn Lane, Soho",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.937191,52.503317,0.11,unknown ownership,,not permissioned,,,,,8,,,,8,8,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,N593,,"130-160 Soho Hill, Lozells and East Handsworth",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.919777,52.499475,0.83,unknown ownership,,not permissioned,,,,,30,,,,30,30,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,N594,,"Birmingham City University Campus, Perry Barr",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.898408,52.5174,7.5,unknown ownership,,not permissioned,,,,,827,,,,827,827,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,N595,,"Great Barr Royal Mail Delivery Office, Oscott",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.887356,52.540117,0.3,unknown ownership,,not permissioned,,,,,15,,,,15,15,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,N599,,"Osborne Tower, Church Lane, Nechells",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.876872,52.504787,0.36,owned by a public authority,yes,permissioned,full planning permission,11/06/2015,,,-62,"Demolition of Osborne Tower and the erection of 32 no. new dwellings for affordable rent with associated infrastructure works, landscaping and parking",,,-62,-62,,,2015/02284/PA,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,N600,,"Norfolk Tower, Lodge Road., Soho",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.918955,52.492927,0.52,owned by a public authority,yes,permissioned,full planning permission,10/12/2015,,,26,"Provision of 26 new affordable dwellings which comprise 9no. 2B4P houses, 9no. 3B5P houses, 6no. 4B7P houses and 2no. 5B8P houses together with the formation of new adopted highway, with associated external works and landscaping",,,26,26,,,2015/07284/PA,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,N601,,"Sapphire Tower, Sutton Street to be demolished. 118 flats, Aston",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.887737,52.498419,0.36,owned by a public authority,yes,permissioned,full planning permission,25/06/2015,,,9,"Erection of 9 no. new dwellings for rent, associated garages, associated external works, landscaping and stopping up of part of adopted highway",,,9,9,,,2015/03573/PA,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,N603,,"Former Cornwall Tower, Heaton Street, Soho",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.916829,52.493341,0.28,owned by a public authority,yes,permissioned,full planning permission,29/10/2015,,,15,"Erection of 7no. 2 and 3 bedroom houses and 8no. 1 & 2 bedroom flats for social rent, associated access road, car parking and landscaping works",,,15,15,,,2015/03172/PA,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,N651,,"Patrick House, Maney Corner, Sutton Trinity",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.826196,52.557431,0.1,unknown ownership,yes,permissioned,full planning permission,26/07/2013,,,14,"Change of use of first, second, third and fourth floors from office use (B1) to residential use (C3) to form 14 no. apartments, formation of roof terrace and external alterations",,,14,14,,,2013/02464/PA,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,N664,,"273-279 Birchfield Road, Aston, Aston",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.901402,52.512983,0.12,unknown ownership,yes,permissioned,full planning permission,01/08/2013,,,8,"Erection of two storey side and rear extension, with the installation of dormer to rear to create 8 flats and 2 bedsits",,,8,8,,,2013/03085/PA,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,N668,,"2 High Street, Sutton Coldfield, Sutton Trinity",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.821574,52.565281,0.07,unknown ownership,yes,permissioned,other,08/11/2013,,,6,Prior Approval for change of use from offices (Use Class B1[a]) to 6 no. apartments (Use Class C3).,,,6,6,,,2013/07062/PA,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,N717,,"IPL Site, Ladywood",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.929873,52.481384,21.7,mixed ownership,,permissioned,outline planning permission,20/09/2013,,,1150,"Outline planning application for demolition of buildings and a mixed use redevelopment of up to 1150 dwellings, retail, service, employment, leisure and non-residential institutions uses","Retail, service, employment, leisure and non-residential institutions uses (Use Class C3, B1, A1, A2, A3, A4, A5, D1 & D2) of up to 6960 sqm",,1150,1150,,,2011/07399/PA,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,N718,,"IPL Site, Ladywood",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.932896,52.47903,4,mixed ownership,,not permissioned,,,,,100,,,,100,100,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,N746,,"301 to 309 Walsall Road, Perry Barr",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.906112,52.526917,0.18,unknown ownership,yes,permissioned,other,19/03/2015,,,50,Prior Approval for change of use from offices (Use Class B1[a]) to a maximum of 50 apartments (Use Class C3).,,,50,50,,,2015/00639/PA,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,N758,,"197-199 Monument Road, Ladywood",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.930535,52.473113,0.07,unknown ownership,yes,permissioned,full planning permission,19/12/2016,,,21,"Demolition of existing retail units and offices above and erection of 21 student studio apartments with laundry, office and communal lounge",,,21,21,,,2016/09005/PA,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,N771,,"Rear of 33 New Spring Street, Soho",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.923415,52.488202,0.09,unknown ownership,yes,permissioned,full planning permission,22/12/2014,,,6,"Erection of 6 no.dwellinghouses and associated access, landscaping and parking",,,6,6,,,2014/07775/PA,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,N781,,"10 Dawson Road, Lozells and East Handsworth",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.936531,52.504251,0.14,unknown ownership,,not permissioned,,,,,6,,,,6,6,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,N788,,"Old Mill Grove, Lozells and East Handsworth",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.908043,52.515522,0.08,mixed ownership,yes,permissioned,full planning permission,02/04/2015,,,5,"Erection of 4 no. one bedroom flats, 1 no. two bed dwelling house and re-design of the parking area.",,,5,5,,,2014/08102/PA,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,N800,,"Patrick House, Sutton Trinity",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.825734,52.557468,0.15,unknown ownership,yes,permissioned,other,21/05/2015,,,16,Prior Approval for change of use from an open office (Use Class B1) to create 16 apartments (Use Class C3),,,16,16,,,2015/02122/PA,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,N804,,"20 Tudor Hill, Sutton Trinity",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.829961,52.567153,0.19,unknown ownership,yes,permissioned,full planning permission,14/05/2015,,,6,"Erection of a two-storey side and rear extension to an existing dwellinghouse and conversion into 7 self-contained apartments (use class C3), with associated car parking spaces and landscaping.",,,6,6,,,2015/02235/PA,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,N812,,"Claremeont Road, Soho",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.918009,52.496983,0.39,owned by a public authority,,not permissioned,,,,,20,,,,20,20,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,N813,,"Kingsnorth House, Kingstanding Road, Oscott",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.886703,52.540826,0.07,unknown ownership,yes,permissioned,other,07/07/2014,,,9,Prior Approval for change of use from offices (Use Class B1[a]) to 9 No. apartments (Use Class C3).,,,9,9,,,2014/03507/PA,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,N814,,"Former Birchfield Library, Aston",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.900563,52.514729,0.48,owned by a public authority,yes,not permissioned,,,,,25,,,,25,25,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,N825,,"21 - 25 The Lanes Shopping Centre, Sutton New Hall",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.827321,52.537173,0.07,unknown ownership,yes,permissioned,full planning permission,23/12/2015,,,5,"Change of use of first floor gymnasium ( D2) to 5 self-contained flats (C3), including parking, cycle storage, bin storage and external alterations",,,5,5,,,2015/09290/PA,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,N830,,"3 Lichfield Road, Nechells",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.883029,52.498508,0.03,unknown ownership,yes,permissioned,other,11/02/2016,,,6,Prior Approval for change of use from offices (Use Class B1[a]) to 6 self-contained studio apartments (Use Class C3).,,,6,6,,,2015/10541/PA,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,N836,,"Adjacent Metropolitan House, Broad Street, Ladywood",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.92,52.473113,0.3,unknown ownership,yes,not permissioned,,02/12/2015,,,206,"Development of a 18 storey residential building comprising 206 residential units, coffee shop (A1) with ancillary gym, infrastructure, parking and landscaping at the land adjacent to no.1 Hagley Road (former Metropolitan House), and associated works","Coffee shop (A1) with ancillary gym, infrastructure, parking and landscaping",,206,206,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,N840,,"623 Kingstanding Road, Kingstanding",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.88363,52.551959,0.35,mixed ownership,yes,permissioned,full planning permission,29/01/2016,,,12,"Erection of 12 no. two and three bedroom dwellings with associated parking, access road and landscaping (Resubmission of planning application 2015/03716/PA)",,,12,12,,,2015/09182/PA,19/12/2017,19/12/2017
