OrganisationURI,OrganisationLabel,SiteReference,PreviouslyPartOf,SiteNameAddress,SiteplanURL,CoordinateReferenceSystem,GeoX,GeoY,Hectares,OwnershipStatus,Deliverable,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,ProposedForPIP,MinNetDwellings,DevelopmentDescription,NonHousingDevelopment,Part2,NetDwellingsRangeFrom,NetDwellingsRangeTo,HazardousSubstances,SiteInformation,Notes,FirstAddedDate,LastUpdatedDate,Easting,Northing,Location,Well Known Text Geometry
http://opendatacommunities.org/id/london-borough-council/camden,London Borough of Camden,LBCBLR041,,32 Jamestown Road London NW1 7BY,https://opendata.camden.gov.uk/Environment/Camden-Brownfield-Register-Polygons/wi65-z696/data,WGS84,-0.146396,51.540392,0.15,unkown ownership,Yes,permissioned,full planning permission,06/08/2014,http://planningrecords.camden.gov.uk/Northgate/PlanningExplorer17/Generic/StdResults.aspx?PT=Planning%20Applications%20On-Line&SC=Application%20Number%20is%202013/8265/P%20and%20Date%20Validated%20is%20between%2001%20January%201927%20and%2031%20December%202017&FT=Planning%20Application%20Search%20Results&XMLSIDE=/Northgate/PlanningExplorer17/SiteFiles/Skins/Camden/Menus/PL.xml&XSLTemplate=/Northgate/PlanningExplorer17/SiteFiles/Skins/Camden/xslt/PL/PLResults.xslt&PS=10&XMLLoc=/Northgate/PlanningExplorer17/generic/XMLtemp/xtcpr1jw2rbnjc55fab2yvay/f30c6e95-8c60-40ab-9795-85d65d863f37.xml,,9,"Change of use from offices (Class B1) to mixed use comprising offices (Class B1) and 9 residential units (Class C3 - 4x1, 3x2, 2x3 bed), including erection of new fourth and fifth floors, provision of central atrium, installation and relocation of plant, and alterations to Jamestown Road and Canal Side facades.",,,,,,,,22/12/2017,22/12/2017,528643.55,184015.73,"(51.540392, -0.146396)","POLYGON ((528639.55 183989.153,528637.3 183994.451,528637.234 183994.601,528635.75 183998,528634.9 184000,528621.296 184030.651,528620.199 184033.05,528620.15 184033.3,528629.797 184037.349,528646.254 184044.597,528646.501 184043.997,528647.301 184042.148,528662.299 184007.598,528662.496 184007.048,528663.75 184004.099,528663.403 184003.949,528665.3 184000,528665.803 183998.85,528666.751 183996.451,528656.75 183992.652,528656.148 183992.452,528655.851 183992.402,528655.604 183992.302,528655.496 183992.272,528655.249 183992.202,528654.952 183992.052,528650.698 183991.202,528648.15 183990.652,528639.55 183989.153))"
http://opendatacommunities.org/id/london-borough-council/camden,London Borough of Camden,LBCBLR024,,"Network Building, 95 Tottenham Court Road",https://opendata.camden.gov.uk/Environment/Camden-Brownfield-Register-Polygons/wi65-z696/data,WGS84,-0.136642,51.522234,0.21,not owned by a public authority,,not permissioned,,,Fitzrovia Area Action Plan http://camden.gov.uk/ccm/content/environment/planning-and-built-environment/two/planning-policy/local-development-framework/fitzrovia-aap.en,,27,"The Council’s preferred land use for the Network Building is the retention of business uses. Any additional non-residential floorspace should be matched by an equal addition to floorspace for permanent self-contained housing (in Use Class C3), subject to relevant development plan policy criteria for mixed-use development. Additions to retail space through the redevelopment and refurbishment of existing premises will be supported within the Tottenham Court Road frontage.",,,,,,,,22/12/2017,22/12/2017,529371.38,182013.73,"(51.522234, -0.136642)","POLYGON ((529386.602 182043.35,529404.511 182014.918,529403.587 182013.628,529390.692 182004.371,529390.75 182002.702,529371.498 181988.796,529364.201 181983.597,529362.75 181982.997,529361.653 181983.997,529342.302 182011.699,529343.547 182012.499,529335.97 182023.176,529336.456 182023.526,529336.093 182024.045,529343.308 182029.074,529346.614 182024.955,529351.676 182028.314,529355.659 182022.606,529374.161 182034.762,529386.602 182043.35))"
http://opendatacommunities.org/id/london-borough-council/camden,London Borough of Camden,LBCBLR001,,EAP - Camden cutting,https://opendata.camden.gov.uk/Environment/Camden-Brownfield-Register-Polygons/wi65-z696/data,WGS84,-0.142925,51.534072,5.30,owned by a public authority,,not permissioned,,,Site Allocation in Euston Area Plan http://www.eustonareaplan.info/,,1400,"At least 1,400 new homes (maximising the provision of permanent self contained housing, use class C3), open space, school and community facilities along with improved pedestrian and cycle links could be provided above the southern part of the railway cutting to help make the most of this underutilised space and reconnect communities. Additional open space on the northern part of the cutting will be encouraged to mitigate any local loss and provide new open space, if funding can be secured. Development proposals should be sensitive to the historic context and seek to preserve and enhance the setting of heritage assets through sensitive design and scale.","New commercial uses should be provided at ground floor and potentially upper levels fronting onto Hampstead Road, to reinforce the role and function of this street. This space could provide approximately 230 new jobs.A new 2FE primary school should be provided as a minimum to support new housing here and above and around the station. Potentially a further 1-2 FE of school provision, depending on the number of homes proposed, will be required to meet estimated school place demands in the area. Therefore contributions from development here combined with contributions from development around Euston Station, could support the funding of additional school facilities in the Regent’s Park Estate if required. This is to ensure the combined needs of the potential new population are met within or close to the plan area. Contributions towards the provision of community facilities will also be expected.",,,,,,,22/12/2017,22/12/2017,528902.09,183319.03,"(51.534072, -0.142925)","POLYGON ((528676.595 183591.93,528695.116 183582.669,528704.377 183573.409,528720.252 183568.117,528738.773 183564.148,528752.002 183564.148,528774.492 183542.981,528896.2 183378.935,529004.679 183220.181,529053.627 183172.555,529068.18 183177.847,529094.639 183189.754,529115.805 183163.295,529127.712 183151.388,529144.91 183148.743,529175.336 183024.385,529109.19 183065.396,529082.731 183070.688,529002.033 183147.419,528967.637 183187.107,528934.564 183224.15,528905.46 183262.515,528869.74 183236.056,528840.636 183310.141,528839.314 183337.923,528795.657 183400.102,528753.324 183441.114,528701.73 183490.063,528642.198 183529.751,528660.72 183581.346,528671.303 183590.607,528676.595 183591.93))"
http://opendatacommunities.org/id/london-borough-council/camden,London Borough of Camden,LBCBLR057,,Ryland House 24/24a Ryland Road London NW5 3EH,https://opendata.camden.gov.uk/Environment/Camden-Brownfield-Register-Polygons/wi65-z696/data,WGS84,-0.146138,51.547877,0.01,unkown ownership,Yes,permissioned,other,03/10/2014,http://planningrecords.camden.gov.uk/Northgate/PlanningExplorer17/Generic/StdResults.aspx?PT=Planning%20Applications%20On-Line&SC=Application%20Number%20is%202014/5139/P%20and%20Date%20Validated%20is%20between%2001%20January%201927%20and%2031%20December%202017&FT=Planning%20Application%20Search%20Results&XMLSIDE=/Northgate/PlanningExplorer17/SiteFiles/Skins/Camden/Menus/PL.xml&XSLTemplate=/Northgate/PlanningExplorer17/SiteFiles/Skins/Camden/xslt/PL/PLResults.xslt&PS=10&XMLLoc=/Northgate/PlanningExplorer17/generic/XMLtemp/xtcpr1jw2rbnjc55fab2yvay/796d1731-199d-4e50-85d9-0e10c9c5b620.xml,,10,"Conversion of part of the ground floor, and the first and second floors from Class B1(a) offices to Class C3 residential comprising 10 selfcontained flats.",,,,,,,,22/12/2017,22/12/2017,528640.31,184848.5,"(51.547877, -0.146138)","POLYGON ((528635.354 184840.999,528632.402 184844.748,528633.152 184845.448,528638.751 184851.196,528643.549 184855.855,528645.553 184853.995,528647.053 184852.396,528648.348 184850.996,528647.35 184850.246,528636.154 184841.649,528635.354 184840.999))"
http://opendatacommunities.org/id/london-borough-council/camden,London Borough of Camden,LBCBLR068,,Liddell Industrial Estate 1-33 Liddell Road London NW6 2EW,https://opendata.camden.gov.uk/Environment/Camden-Brownfield-Register-Polygons/wi65-z696/data,WGS84,-0.196846,51.548296,0.58,unkown ownership,Yes,permissioned,full planning permission,31/03/2015,http://planningrecords.camden.gov.uk/Northgate/PlanningExplorer17/Generic/StdResults.aspx?PT=Planning%20Applications%20On-Line&SC=Application%20Number%20is%202014/7651/P%20and%20Date%20Validated%20is%20between%2001%20January%201927%20and%2031%20December%202017&FT=Planning%20Application%20Search%20Results&XMLSIDE=/Northgate/PlanningExplorer17/SiteFiles/Skins/Camden/Menus/PL.xml&XSLTemplate=/Northgate/PlanningExplorer17/SiteFiles/Skins/Camden/xslt/PL/PLResults.xslt&PS=10&XMLLoc=/Northgate/PlanningExplorer17/generic/XMLtemp/xtcpr1jw2rbnjc55fab2yvay/2ecbe216-5ac5-47be-8c9e-dadfd8b13755.xml,,106,"Phase 2 of comprehensive, mixed-use redevelopment involving the construction of three new buildings: Block A (5 storeys) to provide 3,700 sqm (GIA) of mixed commercial use (Class B1), Block B (11 storeys) and Block C (5 storeys) to provide 106 mixed tenure residential units (Class C3) and associated public realm landscaping works.",,,,,,,,22/12/2017,22/12/2017,525123.47,184807.23,"(51.548296, -0.196846)","POLYGON ((525119.348 184806.527,525217.774 184788.535,525211.952 184760.753,525205.073 184763.134,525206.925 184768.161,525116.172 184783.772,525116.966 184772.13,525101.884 184773.718,525100.032 184785.095,525102.943 184786.947,525103.472 184792.239,525064.313 184799.383,525066.298 184827.816,525059.816 184828.345,525060.742 184837.473,525060.808 184837.606,525068.547 184836.426,525077.543 184838.013,525082.769 184865.959,525109.228 184856.698,525108.765 184852.83,525118.025 184849.92,525114.585 184829.811,525123.317 184828.223,525119.612 184806.527,525119.348 184806.527))"
http://opendatacommunities.org/id/london-borough-council/camden,London Borough of Camden,LBCBLR067,,Land at Kiln Place (Blocks 1-64 65-80 81-96 97-104 105-116 117-164; entrance ways into 81-96; land between 81-96 and 117-164; land between Kiln Place and Meru Close; land to east of Kiln Place and playground between blocks 65-80 and 81-96) London,https://opendata.camden.gov.uk/Environment/Camden-Brownfield-Register-Polygons/wi65-z696/data,WGS84,-0.150275,51.55398,0.29,unkown ownership,Yes,permissioned,full planning permission,31/03/2015,http://planningrecords.camden.gov.uk/Northgate/PlanningExplorer17/Generic/StdResults.aspx?PT=Planning%20Applications%20On-Line&SC=Application%20Number%20is%202014/6697/P%20and%20Date%20Validated%20is%20between%2001%20January%201927%20and%2031%20December%202017&FT=Planning%20Application%20Search%20Results&XMLSIDE=/Northgate/PlanningExplorer17/SiteFiles/Skins/Camden/Menus/PL.xml&XSLTemplate=/Northgate/PlanningExplorer17/SiteFiles/Skins/Camden/xslt/PL/PLResults.xslt&PS=10&XMLLoc=/Northgate/PlanningExplorer17/generic/XMLtemp/xtcpr1jw2rbnjc55fab2yvay/fb74deda-b4ee-4b04-b6b6-cb3b63281aa9.xml,,15,"Development of 15 residential units on 6 sites across Kiln Place estate, following demolition of foyer entrances and refuse storage area for blocks 1-64, 65-80, 81-96, 97-104, 105-116, 117-164 Kiln Place along with provision of new pathway and front entrances into lower maisonettes of 81-96 Kiln Place, enlargement and improvement of playground & landscaping, and other associated works.",,,,,,,,22/12/2017,22/12/2017,528336.33,185519.98,"(51.55398, -0.150275)","POLYGON ((528332.299 185567.66,528345.264 185542.789,528365.637 185515.536,528384.952 185490.136,528374.369 185498.338,528366.166 185504.159,528351.085 185492.517,528344.735 185489.606,528341.824 185494.898,528308.486 185476.112,528307.428 185477.964,528298.961 185473.201,528297.373 185476.112,528323.832 185491.458,528312.455 185510.773,528318.805 185514.477,528318.012 185516.33,528324.891 185520.034,528325.685 185519.24,528330.712 185521.092,528326.478 185529.559,528319.334 185525.59,528306.899 185548.609,528317.747 185555.224,528319.07 185555.753,528324.626 185557.605,528330.977 185566.337,528332.299 185567.66))"
http://opendatacommunities.org/id/london-borough-council/camden,London Borough of Camden,LBCBLR022,,"Land Bound by New Oxford Street, Museum Street and West Central Street",https://opendata.camden.gov.uk/Environment/Camden-Brownfield-Register-Polygons/wi65-z696/data,WGS84,-0.125285,51.516876,0.14,not owned by a public authority,,permissioned,full planning permission,16/05/2017,http://planningrecords.camden.gov.uk/Northgate/PlanningExplorer17/Generic/StdDetails.aspx?PT=Planning%20Applications%20On-Line&TYPE=PL/PlanningPK.xml&PARAM0=428148&XSLT=/Northgate/PlanningExplorer17/SiteFiles/Skins/Camden/xslt/PL/PLDetails.xslt&FT=Planning%20Application%20Details&PUBLIC=Y&XMLSIDE=/Northgate/PlanningExplorer17/SiteFiles/Skins/Camden/Menus/PL.xml&DAURI=PLANNING,,11,"Refurbishment and extension of the site to provide a mixed use scheme which includes 19 self-contained units (6 x 1 bed and 11 x 2 bed and 2 x 3 bed), flexible A1/ A2/ A3 uses and/or B1 and/or D1 at basement and ground floor levels and associated works.",,,,,,,,22/12/2017,22/12/2017,530174.5,181438.1,"(51.516876, -0.125285)","POLYGON ((530199.401 181439.853,530201.198 181435.404,530193.951 181430.495,530191.353 181428.696,530188.896 181426.996,530187.8 181426.097,530186.002 181424.997,530183.347 181423.197,530182.102 181422.298,530180.998 181421.548,530178.953 181420.148,530177.147 181418.899,530175.251 181417.599,530175.053 181417.449,530172.497 181415.7,530168.35 181412.85,530162.751 181421.698,530161.449 181423.797,530148.298 181444.551,530158.299 181451.399,530164.598 181455.598,530175.696 181456.698,530180.998 181457.198,530185.252 181457.598,530188.649 181449.05,530187.404 181448.5,530188.278 181446.191,530195.501 181449.53,530196.754 181446.351,530197.348 181444.851,530198.304 181442.502,530199.401 181439.853))"
http://opendatacommunities.org/id/london-borough-council/camden,London Borough of Camden,LBCBLR045,,"46, 47 & 47a Bedford Row London WC1R 4LR",https://opendata.camden.gov.uk/Environment/Camden-Brownfield-Register-Polygons/wi65-z696/data,WGS84,-0.115498,51.518901,0.03,unkown ownership,Yes,permissioned,full planning permission,12/08/2014,http://planningrecords.camden.gov.uk/Northgate/PlanningExplorer17/Generic/StdResults.aspx?PT=Planning%20Applications%20On-Line&SC=Application%20Number%20is%202014/1628/P%20and%20Date%20Validated%20is%20between%2001%20January%201927%20and%2031%20December%202017&FT=Planning%20Application%20Search%20Results&XMLSIDE=/Northgate/PlanningExplorer17/SiteFiles/Skins/Camden/Menus/PL.xml&XSLTemplate=/Northgate/PlanningExplorer17/SiteFiles/Skins/Camden/xslt/PL/PLResults.xslt&PS=10&XMLLoc=/Northgate/PlanningExplorer17/generic/XMLtemp/xtcpr1jw2rbnjc55fab2yvay/9d14c3b9-bc30-4500-b3c5-2b3e9acf3bf4.xml,,5,"Change of use from office (Class B1) to residential use (Class C3) to provide 5 units (1 x 3 bed house, 1 x 1 bed & 3 x 2 flats), alterations to existing rear extensions including demolition of rear extensions at numbers 46 and 47, replacement of existing front door at No.47 with window, and alterations to railings.",,,,,,,,22/12/2017,22/12/2017,530847.74,181680.62,"(51.518901, -0.115498)","POLYGON ((530838.049 181688.153,530851.906 181690.667,530857.727 181672.939,530843.009 181670.955,530838.049 181688.153))"
http://opendatacommunities.org/id/london-borough-council/camden,London Borough of Camden,LBCBLR012,,"Westminster Kingsway College, Regents Park Centre, Longford Street, NW1 3HB",https://opendata.camden.gov.uk/Environment/Camden-Brownfield-Register-Polygons/wi65-z696/data,WGS84,-0.119397,51.523431,0.01,not owned by a public authority,,not permissioned,,,Site allocation in Camden Site Allocations Plan 2013 https://www.camden.gov.uk/ccm/content/environment/planning-and-built-environment/two/planning-policy/local-development-framework/site-allocations-development-plan/,,55,"Continued education/ D1 use, or subject to the satisfactory relocation of existing uses redevelopment to include permanent (C3) residential use, including affordable housing. Development will be expected to:• Make full and efficient use of this highly accessible central London location to deliver additional floorspace at a density which reflects the sites accessibility• Contribute to the supply of housing and affordable housing if educational use does not continue on site along with other appropriate uses as part of a mixed use scheme• Improve the public realm and landscaping; integrating with improvements at and around Regents Place with residential areas to the north of Longford Street• Provide infrastructure for supporting local energy generation on site and/or connections to existing or future networks where feasible","Continued education/ D1 use, or subject to the satisfactory relocation of existing uses redevelopment to include permanent (C3) residential use, including affordable housing.",,,,,,,22/12/2017,22/12/2017,530564.25,182177.49,"(51.523431, -0.119397)","POLYGON ((530558.102 182178.001,530559.504 182174.002,530561.301 182173.253,530569.002 182175.902,530569.95 182178.051,530568.548 182181.9,530566.85 182181.6,530559.446 182178.851,530559.611 182178.401,530558.102 182178.001))"
http://opendatacommunities.org/id/london-borough-council/camden,London Borough of Camden,LBCBLR069,,Englands Lane Residence England's Lane London NW3 4XQ,https://opendata.camden.gov.uk/Environment/Camden-Brownfield-Register-Polygons/wi65-z696/data,WGS84,-0.160638,51.547232,0.24,unkown ownership,Yes,permissioned,full planning permission,31/03/2015,http://planningrecords.camden.gov.uk/Northgate/PlanningExplorer17/Generic/StdResults.aspx?PT=Planning%20Applications%20On-Line&SC=Application%20Number%20is%202014/7803/P%20and%20Date%20Validated%20is%20between%2001%20January%201927%20and%2031%20December%202017&FT=Planning%20Application%20Search%20Results&XMLSIDE=/Northgate/PlanningExplorer17/SiteFiles/Skins/Camden/Menus/PL.xml&XSLTemplate=/Northgate/PlanningExplorer17/SiteFiles/Skins/Camden/xslt/PL/PLResults.xslt&PS=10&XMLLoc=/Northgate/PlanningExplorer17/generic/XMLtemp/xtcpr1jw2rbnjc55fab2yvay/7cc7068f-291a-44b1-a9d9-78d7cc21587e.xml,,9,"Erection of a five storey rear extension in association with change of use of eastern 'wing' from hostel to 9 residential flats (2 x 1 bedroom, 5 x 2 bedroom, 2 x 3 bedroom) and reprovision of 162 hostel rooms.",,,,,,,,22/12/2017,22/12/2017,527636.78,184751.48,"(51.547232, -0.160638)","POLYGON ((527675.184 184780.995,527675.713 184780.466,527660.103 184760.093,527651.636 184747.921,527649.254 184742.63,527644.227 184735.221,527625.177 184712.202,527597.395 184737.073,527614.329 184752.419,527615.652 184752.419,527627.029 184763.003,527629.41 184760.357,527632.586 184763.532,527631.792 184764.061,527661.426 184793.166,527675.184 184780.995))"
http://opendatacommunities.org/id/london-borough-council/camden,London Borough of Camden,LBCBLR066,,Bartrams Convent Hostel Rowland Hill Street London NW3 2AD,https://opendata.camden.gov.uk/Environment/Camden-Brownfield-Register-Polygons/wi65-z696/data,WGS84,-0.166289,51.552411,0.29,unkown ownership,Yes,permissioned,full planning permission,28/08/2015,http://planningrecords.camden.gov.uk/Northgate/PlanningExplorer17/Generic/StdResults.aspx?PT=Planning%20Applications%20On-Line&SC=Application%20Number%20is%202014/6449/P%20and%20Date%20Validated%20is%20between%2001%20January%201927%20and%2031%20December%202017&FT=Planning%20Application%20Search%20Results&XMLSIDE=/Northgate/PlanningExplorer17/SiteFiles/Skins/Camden/Menus/PL.xml&XSLTemplate=/Northgate/PlanningExplorer17/SiteFiles/Skins/Camden/xslt/PL/PLResults.xslt&PS=10&XMLLoc=/Northgate/PlanningExplorer17/generic/XMLtemp/xtcpr1jw2rbnjc55fab2yvay/5059a87d-0cb4-4511-a1b0-9cb29c59cbb8.xml,,60,"Demolition of the existing student hostel building (Sui Generis) and replacement with a part 4, 6, 7, 10 storey building plus basement to provide extra-care accommodation for older people (Class C3), comprising 60 flats and associated communal facilities including restaurant, lounges, health and well-being facility and staff facilities, plus basement level carparking, cycle and mobility scooter parking, basement and 10th floor plant, ground floor communal gardens, and 3rd & 6th floor roof terraces.",,,,,,,,22/12/2017,22/12/2017,527230.54,185317.54,"(51.552411, -0.166289)","POLYGON ((527265.928 185297.641,527240.263 185282.294,527238.279 185285.602,527237.353 185284.94,527235.236 185288.247,527232.59 185286.528,527224.123 185300.551,527213.408 185294.333,527197.797 185319.336,527202.427 185322.247,527194.886 185334.418,527235.898 185352.939,527236.824 185352.807,527237.75 185352.542,527238.279 185351.881,527239.073 185350.69,527265.928 185297.641))"
http://opendatacommunities.org/id/london-borough-council/camden,London Borough of Camden,LBCBLR021,,"Arthur Stanley House, 44-50 Tottenham St, W1",https://opendata.camden.gov.uk/Environment/Camden-Brownfield-Register-Polygons/wi65-z696/data,WGS84,-0.137313,51.519981,0.11,not owned by a public authority,Yes,permissioned,full planning permission,13/10/2016,http://planningrecords.camden.gov.uk/Northgate/PlanningExplorer17/Generic/StdDetails.aspx?PT=Planning%20Applications%20On-Line&TYPE=PL/PlanningPK.xml&PARAM0=402299&XSLT=/Northgate/PlanningExplorer17/SiteFiles/Skins/Camden/xslt/PL/PLDetails.xslt&FT=Planning%20Application%20Details&PUBLIC=Y&XMLSIDE=/Northgate/PlanningExplorer17/SiteFiles/Skins/Camden/Menus/PL.xml&DAURI=PLANNING,,12,"Refurbishment of the existing eight storey Arthur Stanley House and new build element to the rear facing Tottenham Mews to enable a change of use from health care (Class D1) to a mixed use development comprising office floor space (Class B1), flexible office (Class B1)/ health care (Class D1) floorspace at ground floor level and 12 residential units (Class C3) (market units: 1 x 1bed, 8 x 2bed, 1 x 3bed. affordable units: 2 x 3 beds) and associated landscaping fronting Tottenham Mews.",,,,,,,,22/12/2017,22/12/2017,529331.19,181762.03,"(51.519981, -0.137313)","POLYGON ((529337.652 181784.904,529307.854 181763.5,529325.103 181739.947,529347.1 181754.812,529348.453 181753.153,529354.447 181757.302,529348.148 181766.699,529346.845 181765.839,529344.396 181769.448,529347.1 181771.498,529337.652 181784.904))"
http://opendatacommunities.org/id/london-borough-council/camden,London Borough of Camden,LBCBLR094,,317 Finchley Road London NW3 6EP,https://opendata.camden.gov.uk/Environment/Camden-Brownfield-Register-Polygons/wi65-z696/data,WGS84,-0.183174,51.5501,0.03,unkown ownership,Yes,permissioned,full planning permission,07/03/2017,http://planningrecords.camden.gov.uk/Northgate/PlanningExplorer17/Generic/StdResults.aspx?PT=Planning%20Applications%20On-Line&SC=Application%20Number%20is%202016/2910/P%20and%20Date%20Validated%20is%20between%2001%20January%201927%20and%2031%20December%202017&FT=Planning%20Application%20Search%20Results&XMLSIDE=/Northgate/PlanningExplorer17/SiteFiles/Skins/Camden/Menus/PL.xml&XSLTemplate=/Northgate/PlanningExplorer17/SiteFiles/Skins/Camden/xslt/PL/PLResults.xslt&PS=10&XMLLoc=/Northgate/PlanningExplorer17/generic/XMLtemp/xtcpr1jw2rbnjc55fab2yvay/bb4b0f53-7050-4229-8425-b08902fc44f2.xml,,22,"Erection of a part 7 part 10 storey (above basement and lower ground floor levels) building comprising 22 flats (Class C3) (4 x 1 bed, 17 x 2 bed, 1 x 3 bed) and a flexible commercial unit (Use Classes A1/A2/A3) to the ground and lower ground floors, associated public realm improvements including a new footpath to the north of the site, landscaping and associated works, following demolition of existing public house, retail unit and associated structures.",,,,,,,,22/12/2017,22/12/2017,526066.35,185031.31,"(51.5501, -0.183174)","POLYGON ((526068.93 185040.342,526066.3 185038.802,526065.492 185038.333,526064.692 185037.863,526063.892 185037.393,526063.093 185036.923,526062.276 185036.453,526061.477 185035.993,526061.097 185035.773,526060.941 185034.744,526058.731 185031.884,526057.288 185024.167,526068.254 185022.797,526073.399 185024.547,526070.447 185033.554,526069.804 185036.103,526076.054 185038.553,526074.1 185043.251,526068.93 185040.342))"
http://opendatacommunities.org/id/london-borough-council/camden,London Borough of Camden,LBCBLR004,,O2 car park,https://opendata.camden.gov.uk/Environment/Camden-Brownfield-Register-Polygons/wi65-z696/data,WGS84,-0.184114,51.547863,1.56,not owned by a public authority,,not permissioned,,,Site allocation in Camden Site Allocations Plan 2013 https://www.camden.gov.uk/ccm/content/environment/planning-and-built-environment/two/planning-policy/local-development-framework/site-allocations-development-plan/,,315,"An appropriate town centre mixed use development including housing, retail , community uses and open space. Development will be expected to:• Optimise the potential of the site to provide new housing (including affordable housing) while minimising potential conflicts between residential and other uses• Ensure retail provision is appropriate in scale and would enhance Finchley Road Town Centre and not detrimentally affect West Hampstead Town Centre• Provide appropriate community facilities or services to meet residents needs• Provide open spaces on site appropriate to the scale and nature of development proposed• Positively contribute to and integrate with streetscape and interchange improvements along West End Lane• Improve existing pedestrian conditions and provide legible and improved pedestrian / cycle links (including provision of cycle parking) between West End Lane and Finchley Road through new landscaping and good design, and introduce north-south pedestrian links• Provide infrastructure for supporting local energy generation on site and/or connections to existing or future networks where feasible","An appropriate town centre mixed use development including housing, retail , community uses and open space.",,,,,,,22/12/2017,22/12/2017,526007.37,184780.99,"(51.547863, -0.184114)","POLYGON ((525908.151 184721.923,525949.674 184731.031,525980.238 184743.657,526031.473 184752.994,526116.298 184760.852,526119.769 184821.985,526116.611 184835.661,526090.648 184829.472,526057.593 184825.863,526001.922 184814.267,525952.93 184806.109,525891.059 184798.151,525908.151 184721.923))"
