OrganisationURI,OrganisationLabel,SiteReference,PreviouslyPartOf,SiteNameAddress,Siteplan,CoordinateReferenceSystem,GeoX,GeoY,Hectares,OwnershipStatus,Deliverable,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,ProposedForPIP,MinNetDwellings,DevelopmentDescription,NonHousingDevelopment,Part2,NetDwellingsRangeFrom,NetDwellingsRangeTo,HazardousSubstances,SiteInformation,Notes,FirstAddedDate,LastUpdatedDate
http://opendatacommunities.org/id/london-borough-council/redbridge,London Borough of Redbridge,BRLBR0138,,"Wanstead Hospital, Makepeace Road, Wanstead",https://my.redbridge.gov.uk/map/brownfield-land-register/BRLBR0138,WGS84,0.027591,51.583635,1.21,Owned by a public authority,Yes,Not permissioned,,,http://planning.redbridge.gov.uk/swiftlg/apas/run/wphappcriteria.display,,70,Housing/Health,"Health floorspace: 1, 000 sq.m",,,,,https://www.redbridge.gov.uk/media/3988/lbr-2061-revised-appendix-1-development-opportunity-sites-august-2017.pdf,Local Plan allocation site number: 201,31/12/2017,31/12/2017
http://opendatacommunities.org/id/london-borough-council/redbridge,London Borough of Redbridge,BRLBR0139,,"Woodford Library, Snakes Lane, Woodford Green",https://my.redbridge.gov.uk/map/brownfield-land-register/BRLBR0139,WGS84,0.032565,51.607682,0.21,Owned by a public authority,,Not permissioned,,,http://planning.redbridge.gov.uk/swiftlg/apas/run/wphappcriteria.display,,13,Housing/ Community,,,,,,https://www.redbridge.gov.uk/media/3988/lbr-2061-revised-appendix-1-development-opportunity-sites-august-2017.pdf,Local Plan allocation site number: 202,31/12/2017,31/12/2017
http://opendatacommunities.org/id/london-borough-council/redbridge,London Borough of Redbridge,BRLBR0140,,"Land rear of 19 Aldersbrook Road, Wanstead",https://my.redbridge.gov.uk/map/brownfield-land-register/BRLBR0140,WGS84,0.033002,51.561888,0.15,Unknown ownership,,Not permissioned,,,http://planning.redbridge.gov.uk/swiftlg/apas/run/wphappcriteria.display,,6,Housing,,,,,,https://www.redbridge.gov.uk/media/3988/lbr-2061-revised-appendix-1-development-opportunity-sites-august-2017.pdf,Local Plan allocation site number: 203,31/12/2017,31/12/2017
http://opendatacommunities.org/id/london-borough-council/redbridge,London Borough of Redbridge,BRLBR0141,,"Rayleigh Road Garage Site, Woodford Green",https://my.redbridge.gov.uk/map/brownfield-land-register/BRLBR0141,WGS84,0.038545,51.603781,0.13,Owned by a public authority,,Not permissioned,,,http://planning.redbridge.gov.uk/swiftlg/apas/run/wphappcriteria.display,,7,Housing,,,,,,https://www.redbridge.gov.uk/media/3988/lbr-2061-revised-appendix-1-development-opportunity-sites-august-2017.pdf,Local Plan allocation site number: 204,31/12/2017,31/12/2017
http://opendatacommunities.org/id/london-borough-council/redbridge,London Borough of Redbridge,BRLBR0142,,"Land at Yellowpine Way & Baywood Square Garages, Hainault",https://my.redbridge.gov.uk/map/brownfield-land-register/BRLBR0142,WGS84,0.118212,51.613709,0.16,Owned by a public authority,,Not permissioned,,,http://planning.redbridge.gov.uk/swiftlg/apas/run/wphappcriteria.display,,6,Housing,,,,,,https://www.redbridge.gov.uk/media/3988/lbr-2061-revised-appendix-1-development-opportunity-sites-august-2017.pdf,Local Plan allocation site number: 205,31/12/2017,31/12/2017
http://opendatacommunities.org/id/london-borough-council/redbridge,London Borough of Redbridge,BRLBR0143,,"408 Ilford Lane, Ilford",https://my.redbridge.gov.uk/map/brownfield-land-register/BRLBR0143,WGS84,0.076224,51.546894,0.07,Unknown ownership,,Not permissioned,,,http://planning.redbridge.gov.uk/swiftlg/apas/run/wphappcriteria.display,,6,Housing,,,,,,https://www.redbridge.gov.uk/media/3988/lbr-2061-revised-appendix-1-development-opportunity-sites-august-2017.pdf,Local Plan allocation site number: 206,31/12/2017,31/12/2017
http://opendatacommunities.org/id/london-borough-council/redbridge,London Borough of Redbridge,BRLBR0144,,"TA Centre, Gordon Road, Ilford",https://my.redbridge.gov.uk/map/brownfield-land-register/BRLBR0144,WGS84,0.087327,51.557282,1.2,Not owned by a public authority,,Not permissioned,,,http://planning.redbridge.gov.uk/swiftlg/apas/run/wphappcriteria.display,,109,Housing,,,,,,https://www.redbridge.gov.uk/media/3988/lbr-2061-revised-appendix-1-development-opportunity-sites-august-2017.pdf,Local Plan allocation site number: 211,31/12/2017,31/12/2017
http://opendatacommunities.org/id/london-borough-council/redbridge,London Borough of Redbridge,BRLBR0145,,"Hainault LUL Depot, Thurlow Gardens, Hainault",https://my.redbridge.gov.uk/map/brownfield-land-register/BRLBR0145,WGS84,0.092377,51.607675,1.49,Owned by a public authority,,Not permissioned,,,http://planning.redbridge.gov.uk/swiftlg/apas/run/wphappcriteria.display,,83,Housing,,,,,,https://www.redbridge.gov.uk/media/3988/lbr-2061-revised-appendix-1-development-opportunity-sites-august-2017.pdf,Local Plan allocation site number: 212,31/12/2017,31/12/2017
http://opendatacommunities.org/id/london-borough-council/redbridge,London Borough of Redbridge,BRLBR0146,,"153-221 Manford Way, Hainault",https://my.redbridge.gov.uk/map/brownfield-land-register/BRLBR0146,WGS84,0.106435,51.608524,0.86,Mixed ownership,,Not permissioned,,,http://planning.redbridge.gov.uk/swiftlg/apas/run/wphappcriteria.display,,37,Retail/Housing,"Retail floorspace: 1, 000 sq.m",,,,,https://www.redbridge.gov.uk/media/3988/lbr-2061-revised-appendix-1-development-opportunity-sites-august-2017.pdf,Local Plan allocation site number: 213,31/12/2017,31/12/2017
http://opendatacommunities.org/id/london-borough-council/redbridge,London Borough of Redbridge,BRLBR0147,,"Land to rear of Church, Foremark Close, Hainault",https://my.redbridge.gov.uk/map/brownfield-land-register/BRLBR0147,WGS84,0.103651,51.60752,0.34,Not owned by a public authority,,Not permissioned,,,http://planning.redbridge.gov.uk/swiftlg/apas/run/wphappcriteria.display,,19,Housing,,,,,,https://www.redbridge.gov.uk/media/3988/lbr-2061-revised-appendix-1-development-opportunity-sites-august-2017.pdf,Local Plan allocation site number: 214,31/12/2017,31/12/2017
http://opendatacommunities.org/id/london-borough-council/redbridge,London Borough of Redbridge,BRLBR0148,,"Library and Community Centre, Manford Way, Hainault",https://my.redbridge.gov.uk/map/brownfield-land-register/BRLBR0148,WGS84,0.104684,51.607786,0.55,Owned by a public authority,,Not permissioned,,,http://planning.redbridge.gov.uk/swiftlg/apas/run/wphappcriteria.display,,31,Community/ Housing,,,,,,https://www.redbridge.gov.uk/media/3988/lbr-2061-revised-appendix-1-development-opportunity-sites-august-2017.pdf,Local Plan allocation site number: 215,31/12/2017,31/12/2017
http://opendatacommunities.org/id/london-borough-council/redbridge,London Borough of Redbridge,BRLBR0149,,187 - 191 High Road,https://my.redbridge.gov.uk/map/brownfield-land-register/BRLBR0149,WGS84,0.074612,51.559665,0.1,Not owned by a public authority,Yes,Not permissioned,,,http://planning.redbridge.gov.uk/swiftlg/apas/run/wphappcriteria.display,,80,Housing/Retail,Retail floorspace: 500 sq.m,,,,,https://www.redbridge.gov.uk/media/3988/lbr-2061-revised-appendix-1-development-opportunity-sites-august-2017.pdf,Local Plan allocation site number: 218,31/12/2017,31/12/2017
http://opendatacommunities.org/id/london-borough-council/redbridge,London Borough of Redbridge,BRLBR0150,,"177 - 185 High Road, Ilford",https://my.redbridge.gov.uk/map/brownfield-land-register/BRLBR0150,WGS84,0.074207,51.5596,0.19,Not owned by a public authority,,Not permissioned,,,http://planning.redbridge.gov.uk/swiftlg/apas/run/wphappcriteria.display,,110,Housing/Retail,Retail floorspace: 750 sq.m,,,,,https://www.redbridge.gov.uk/media/3988/lbr-2061-revised-appendix-1-development-opportunity-sites-august-2017.pdf,Local Plan allocation site number: 219,31/12/2017,31/12/2017
http://opendatacommunities.org/id/london-borough-council/redbridge,London Borough of Redbridge,BRLBR0151,,Newbury Park Station Car Park - West,https://my.redbridge.gov.uk/map/brownfield-land-register/BRLBR0151,WGS84,0.089678,51.576204,0.28,Owned by a public authority,Yes,Not permissioned,,,http://planning.redbridge.gov.uk/swiftlg/apas/run/wphappcriteria.display,,31,Housing,,,,,,https://www.redbridge.gov.uk/media/3988/lbr-2061-revised-appendix-1-development-opportunity-sites-august-2017.pdf,Local Plan allocation site number: 220,31/12/2017,31/12/2017
http://opendatacommunities.org/id/london-borough-council/redbridge,London Borough of Redbridge,BRLBR0152,,Access Road adjacent to western Newbury Park Station Car Park,https://my.redbridge.gov.uk/map/brownfield-land-register/BRLBR0152,WGS84,0.089321,51.577586,1.4,Owned by a public authority,,Not permissioned,,,http://planning.redbridge.gov.uk/swiftlg/apas/run/wphappcriteria.display,,31,Housing,,,,,,https://www.redbridge.gov.uk/media/3988/lbr-2061-revised-appendix-1-development-opportunity-sites-august-2017.pdf,Local Plan allocation site number: 221,31/12/2017,31/12/2017
http://opendatacommunities.org/id/london-borough-council/redbridge,London Borough of Redbridge,BRLBR0153,,Southend Road and Maybank Road,https://my.redbridge.gov.uk/map/brownfield-land-register/BRLBR0153,WGS84,0.033423,51.595573,0.4,Not owned by a public authority,,Not permissioned,,,http://planning.redbridge.gov.uk/swiftlg/apas/run/wphappcriteria.display,,25,Housing/Employment,"Employment floorspace: 1, 000 sq.m",,,,,https://www.redbridge.gov.uk/media/3988/lbr-2061-revised-appendix-1-development-opportunity-sites-august-2017.pdf,Local Plan allocation site number: 222,31/12/2017,31/12/2017
http://opendatacommunities.org/id/london-borough-council/redbridge,London Borough of Redbridge,BRLBR0154,,Fairlop Station Car Park,https://my.redbridge.gov.uk/map/brownfield-land-register/BRLBR0154,WGS84,0.090964,51.59602,0.1,Owned by a public authority,Yes,Not permissioned,,,http://planning.redbridge.gov.uk/swiftlg/apas/run/wphappcriteria.display,,11,Housing,,,,,,https://www.redbridge.gov.uk/media/3988/lbr-2061-revised-appendix-1-development-opportunity-sites-august-2017.pdf,Local Plan allocation site number: 223,31/12/2017,31/12/2017
http://opendatacommunities.org/id/london-borough-council/redbridge,London Borough of Redbridge,BRLBR0155,,Hainault Station Car Park,https://my.redbridge.gov.uk/map/brownfield-land-register/BRLBR0155,WGS84,0.092168,51.603031,0.28,Owned by a public authority,Yes,Not permissioned,,,http://planning.redbridge.gov.uk/swiftlg/apas/run/wphappcriteria.display,,18,Housing,,,,,,https://www.redbridge.gov.uk/media/3988/lbr-2061-revised-appendix-1-development-opportunity-sites-august-2017.pdf,Local Plan allocation site number: 224,31/12/2017,31/12/2017
http://opendatacommunities.org/id/london-borough-council/redbridge,London Borough of Redbridge,BRLBR0156,,Land adjacent to Hainault Station,https://my.redbridge.gov.uk/map/brownfield-land-register/BRLBR0156,WGS84,0.092588,51.602101,0.59,Owned by a public authority,Yes,Not permissioned,,,http://planning.redbridge.gov.uk/swiftlg/apas/run/wphappcriteria.display,,8,Housing,,,,,,https://www.redbridge.gov.uk/media/3988/lbr-2061-revised-appendix-1-development-opportunity-sites-august-2017.pdf,Local Plan allocation site number: 225,31/12/2017,31/12/2017
http://opendatacommunities.org/id/london-borough-council/redbridge,London Borough of Redbridge,BRLBR0157,,Wanstead Station Car Park,https://my.redbridge.gov.uk/map/brownfield-land-register/BRLBR0157,WGS84,0.029067,51.575546,0.07,Owned by a public authority,Yes,Not permissioned,,,http://planning.redbridge.gov.uk/swiftlg/apas/run/wphappcriteria.display,,18,Housing,,,,,,https://www.redbridge.gov.uk/media/3988/lbr-2061-revised-appendix-1-development-opportunity-sites-august-2017.pdf,Local Plan allocation site number: 226,31/12/2017,31/12/2017
http://opendatacommunities.org/id/london-borough-council/redbridge,London Borough of Redbridge,BRLBR0158,,Snaresbrook Station Car Park,https://my.redbridge.gov.uk/map/brownfield-land-register/BRLBR0158,WGS84,0.020856,51.580201,0.36,Owned by a public authority,Yes,Not permissioned,,,http://planning.redbridge.gov.uk/swiftlg/apas/run/wphappcriteria.display,,44,Housing,,,,,,https://www.redbridge.gov.uk/media/3988/lbr-2061-revised-appendix-1-development-opportunity-sites-august-2017.pdf,Local Plan allocation site number: 227,31/12/2017,31/12/2017
http://opendatacommunities.org/id/london-borough-council/redbridge,London Borough of Redbridge,BRLBR0159,,Madeira Grove Clinic,https://my.redbridge.gov.uk/map/brownfield-land-register/BRLBR0159,WGS84,0.035901,51.608627,0.05,Owned by a public authority,,Not permissioned,,,http://planning.redbridge.gov.uk/swiftlg/apas/run/wphappcriteria.display,,5,Housing,,,,,,https://www.redbridge.gov.uk/media/3988/lbr-2061-revised-appendix-1-development-opportunity-sites-august-2017.pdf,Local Plan allocation site number: 228,31/12/2017,31/12/2017
http://opendatacommunities.org/id/london-borough-council/redbridge,London Borough of Redbridge,BRLBR0160,,"713 Eastern Avenue, Ilford",https://my.redbridge.gov.uk/map/brownfield-land-register/BRLBR0160,WGS84,0.085437,51.574481,0.4,Not owned by a public authority,,Not permissioned,,,http://planning.redbridge.gov.uk/swiftlg/apas/run/wphappcriteria.display,,44,Housing,,,,,,https://www.redbridge.gov.uk/media/3988/lbr-2061-revised-appendix-1-development-opportunity-sites-august-2017.pdf,Local Plan allocation site number: 229,31/12/2017,31/12/2017
http://opendatacommunities.org/id/london-borough-council/redbridge,London Borough of Redbridge,BRLBR0161,,"The British Queen, 63 Wanstead",https://my.redbridge.gov.uk/map/brownfield-land-register/BRLBR0161,WGS84,0.019476072,51.57689505,0.1,Not owned by a public authority,Yes,Permissioned,Full planning permission,21/09/2016,http://planning.redbridge.gov.uk/swiftlg/apas/run/wphappcriteria.display,,12,Housing,,,,,,https://www.redbridge.gov.uk,Approved Planning Application - 3691/15,31/12/2017,31/12/2017
http://opendatacommunities.org/id/london-borough-council/redbridge,London Borough of Redbridge,BRLBR0162,,"65 Cambridge Park, Wanstead",https://my.redbridge.gov.uk/map/brownfield-land-register/BRLBR0162,WGS84,0.021636437,51.57357495,0.09,Not owned by a public authority,,Not permissioned,,,http://planning.redbridge.gov.uk/swiftlg/apas/run/wphappcriteria.display,,9,Housing,,,,,,https://www.redbridge.gov.uk,Extant planning permision - 0719/11,31/12/2017,31/12/2017
http://opendatacommunities.org/id/london-borough-council/redbridge,London Borough of Redbridge,BRLBR0163,,"12 Selsdon Road, Wanstead",https://my.redbridge.gov.uk/map/brownfield-land-register/BRLBR0163,WGS84,0.021857339,51.57244177,0.06,Not owned by a public authority,Yes,Permissioned,Full planning permission,25/04/2017,http://planning.redbridge.gov.uk/swiftlg/apas/run/wphappcriteria.display,,5,Housing,,,,,,https://www.redbridge.gov.uk,Approved Planning Application - 0557/17,31/12/2017,31/12/2017
http://opendatacommunities.org/id/london-borough-council/redbridge,London Borough of Redbridge,BRLBR0164,,"63-65 Woodford Road, South Woodford",https://my.redbridge.gov.uk/map/brownfield-land-register/BRLBR0164,WGS84,0.022792956,51.59069294,0.18,Not owned by a public authority,,Not permissioned,,,http://planning.redbridge.gov.uk/swiftlg/apas/run/wphappcriteria.display,,6,Housing,,,,,,https://www.redbridge.gov.uk,Extant Planning permission - 1295/03,31/12/2017,31/12/2017
http://opendatacommunities.org/id/london-borough-council/redbridge,London Borough of Redbridge,BRLBR0165,,"21 - 23 High Street, Wanstead",https://my.redbridge.gov.uk/map/brownfield-land-register/BRLBR0165,WGS84,0.02444035,51.57973147,0.03,Not owned by a public authority,,Not permissioned,,,http://planning.redbridge.gov.uk/swiftlg/apas/run/wphappcriteria.display,,9,Housing/Retail,,,,,,https://www.redbridge.gov.uk,Extant planning permission - 2613/04,31/12/2017,31/12/2017
http://opendatacommunities.org/id/london-borough-council/redbridge,London Borough of Redbridge,BRLBR0166,,"56 Hermon Hill, London",https://my.redbridge.gov.uk/map/brownfield-land-register/BRLBR0166,WGS84,0.024744264,51.58313673,0.08,Not owned by a public authority,,Not permissioned,,,http://planning.redbridge.gov.uk/swiftlg/apas/run/wphappcriteria.display,,5,Housing,,,,,,https://www.redbridge.gov.uk,Extant planning permission - 2227/11,31/12/2017,31/12/2017
http://opendatacommunities.org/id/london-borough-council/redbridge,London Borough of Redbridge,BRLBR0167,,"103-105 George Lane, South Woodford",https://my.redbridge.gov.uk/map/brownfield-land-register/BRLBR0168,WGS84,0.027247599,51.59251319,0.04,Not owned by a public authority,Yes,Permissioned,Full planning permission,28/02/2016,http://planning.redbridge.gov.uk/swiftlg/apas/run/wphappcriteria.display,,9,Housing/Retail,,,,,,https://www.redbridge.gov.uk,Approved Planning Application - 5547/16,31/12/2017,31/12/2017
http://opendatacommunities.org/id/london-borough-council/redbridge,London Borough of Redbridge,BRLBR0168,,"83 Churchfields, South Woodford",https://my.redbridge.gov.uk/map/brownfield-land-register/BRLBR0169,WGS84,0.028928558,51.59787401,0.09,Not owned by a public authority,Yes,Permissioned,Full planning permission,20/03/2017,http://planning.redbridge.gov.uk/swiftlg/apas/run/wphappcriteria.display,,5,Housing,,,,,,https://www.redbridge.gov.uk,Approved Planning Application - 0083/17,31/12/2017,31/12/2017
http://opendatacommunities.org/id/london-borough-council/redbridge,London Borough of Redbridge,BRLBR0169,,"Old Mill Court, South Woodford",https://my.redbridge.gov.uk/map/brownfield-land-register/BRLBR0170,WGS84,0.035351103,51.59074523,0.87,Owned by a public authority,Yes,Permissioned,Full planning permission,16/02/2017,http://planning.redbridge.gov.uk/swiftlg/apas/run/wphappcriteria.display,,26,Housing,,,,,,https://www.redbridge.gov.uk,Approved Planning Application - 4328/16,31/12/2017,31/12/2017
http://opendatacommunities.org/id/london-borough-council/redbridge,London Borough of Redbridge,BRLBR0170,,"82 Aldersbrook Road, Wanstead",https://my.redbridge.gov.uk/map/brownfield-land-register/BRLBR0171,WGS84,0.041051384,51.55966503,0.19,Not owned by a public authority,Yes,Permissioned,Full planning permission,06/06/2017,http://planning.redbridge.gov.uk/swiftlg/apas/run/wphappcriteria.display,,5,Housing,,,,,,https://www.redbridge.gov.uk,Approved Planning Application - 0256/17,31/12/2017,31/12/2017
http://opendatacommunities.org/id/london-borough-council/redbridge,London Borough of Redbridge,BRLBR0171,,"247-251 Beehive Lane, Ilford",https://my.redbridge.gov.uk/map/brownfield-land-register/BRLBR0174,WGS84,0.057728641,51.58141021,0.04,Not owned by a public authority,Yes,Permissioned,Full planning permission,20/04/2017,http://planning.redbridge.gov.uk/swiftlg/apas/run/wphappcriteria.display,,6,Housing,,,,,,https://www.redbridge.gov.uk,Approved Planning Application - 4936/16,31/12/2017,31/12/2017
http://opendatacommunities.org/id/london-borough-council/redbridge,London Borough of Redbridge,BRLBR0172,,"323 Cranbrook Road, Ilford",https://my.redbridge.gov.uk/map/brownfield-land-register/BRLBR0175,WGS84,0.065257591,51.56725729,0.06,Not owned by a public authority,,Not permissioned,,,http://planning.redbridge.gov.uk/swiftlg/apas/run/wphappcriteria.display,,5,Housing,,,,,,https://www.redbridge.gov.uk,Extant planning permission - 3195/04,31/12/2017,31/12/2017
http://opendatacommunities.org/id/london-borough-council/redbridge,London Borough of Redbridge,BRLBR0173,,"Rear of 31 to 39 Jersey Road, Ilford",https://my.redbridge.gov.uk/map/brownfield-land-register/BRLBR0176,WGS84,0.072865036,51.5503285,0.05,Not owned by a public authority,Yes,Permissioned,Full planning permission,25/05/2017,http://planning.redbridge.gov.uk/swiftlg/apas/run/wphappcriteria.display,,5,Housing,,,,,,https://www.redbridge.gov.uk,Approved Planning Application - 0748/17,31/12/2017,31/12/2017
http://opendatacommunities.org/id/london-borough-council/redbridge,London Borough of Redbridge,BRLBR0175,,"Land between 77 & 89 Ley Street, Ilford",https://my.redbridge.gov.uk/map/brownfield-land-register/BRLBR0179,WGS84,0.074460355,51.56100425,0.08,Not owned by a public authority,,Not permissioned,,,http://planning.redbridge.gov.uk/swiftlg/apas/run/wphappcriteria.display,,8,Housing,,,,,,https://www.redbridge.gov.uk,Extant planning permission - 0192/08,31/12/2017,31/12/2017
http://opendatacommunities.org/id/london-borough-council/redbridge,London Borough of Redbridge,BRLBR0176,,"225-227 High Road, Ilford",https://my.redbridge.gov.uk/map/brownfield-land-register/BRLBR0180,WGS84,0.076132047,51.55983736,0.04,Not owned by a public authority,Yes,Permissioned,Full planning permission,17/02/2017,http://planning.redbridge.gov.uk/swiftlg/apas/run/wphappcriteria.display,,6,Housing,,,,,,https://www.redbridge.gov.uk,Approved Planning Application - 5983/16,31/12/2017,31/12/2017
http://opendatacommunities.org/id/london-borough-council/redbridge,London Borough of Redbridge,BRLBR0177,,"26-36 High Street, Barkingside",https://my.redbridge.gov.uk/map/brownfield-land-register/BRLBR0182,WGS84,0.081721894,51.58923544,0.07,Not owned by a public authority,Yes,Permissioned,Full planning permission,01/03/2017,http://planning.redbridge.gov.uk/swiftlg/apas/run/wphappcriteria.display,,16,Housing,,,,,,https://www.redbridge.gov.uk,Approved Planning Application - 0023/17,31/12/2017,31/12/2017
http://opendatacommunities.org/id/london-borough-council/redbridge,London Borough of Redbridge,BRLBR0178,,"Rear of 115-127, Fencepice Road",https://my.redbridge.gov.uk/map/brownfield-land-register/BRLBR0184,WGS84,0.083565865,51.60230571,0.08,Not owned by a public authority,Yes,Permissioned,Full planning permission,04/08/2015,http://planning.redbridge.gov.uk/swiftlg/apas/run/wphappcriteria.display,,5,Housing,,,,,,https://www.redbridge.gov.uk,Extant planning permission - 0466/11,31/12/2017,31/12/2017
http://opendatacommunities.org/id/london-borough-council/redbridge,London Borough of Redbridge,BRLBR0179,,"374-376 High Road, Ilford",https://my.redbridge.gov.uk/map/brownfield-land-register/BRLBR0187,WGS84,0.08439837,51.56098164,0.04,Not owned by a public authority,,Not permissioned,,,http://planning.redbridge.gov.uk/swiftlg/apas/run/wphappcriteria.display,,8,Housing,,,,,,https://www.redbridge.gov.uk,Extant outline planning permission - 3169/05,31/12/2017,31/12/2017
http://opendatacommunities.org/id/london-borough-council/redbridge,London Borough of Redbridge,BRLBR0180,,"752-756  Eastern Avenue, Ilford",https://my.redbridge.gov.uk/map/brownfield-land-register/BRLBR0188,WGS84,0.0850406,51.57340797,0.06,Not owned by a public authority,Yes,Permissioned,Full planning permission,08/06/2017,http://planning.redbridge.gov.uk/swiftlg/apas/run/wphappcriteria.display,,9,Housing,,,,,,https://www.redbridge.gov.uk,Approved Planning Application - 0489/17,31/12/2017,31/12/2017
http://opendatacommunities.org/id/london-borough-council/redbridge,London Borough of Redbridge,BRLBR0181,,"366-380 Horns Road, Barkingside",https://my.redbridge.gov.uk/map/brownfield-land-register/BRLBR0189,WGS84,0.085410048,51.58566724,0.08,Not owned by a public authority,,Not permissioned,,,http://planning.redbridge.gov.uk/swiftlg/apas/run/wphappcriteria.display,,15,Housing,,,,,,https://www.redbridge.gov.uk,Extant planning permission - 3351/05,31/12/2017,31/12/2017
http://opendatacommunities.org/id/london-borough-council/redbridge,London Borough of Redbridge,BRLBR0182,,Golfe House Ilford,https://my.redbridge.gov.uk/map/brownfield-land-register/BRLBR0190,WGS84,0.08559624,51.55550991,0.04,Not owned by a public authority,Yes,Permissioned,Full planning permission,24/04/2017,http://planning.redbridge.gov.uk/swiftlg/apas/run/wphappcriteria.display,,6,Housing,,,,,,https://www.redbridge.gov.uk,Approved Planning Application - 0845/17,31/12/2017,31/12/2017
http://opendatacommunities.org/id/london-borough-council/redbridge,London Borough of Redbridge,BRLBR0183,,"Park House 168, Stainforth Road, Newbury Park",https://my.redbridge.gov.uk/map/brownfield-land-register/BRLBR0191,WGS84,0.089786791,51.5705651,0.05,Not owned by a public authority,Yes,Permissioned,Full planning permission,22/04/2015,http://planning.redbridge.gov.uk/swiftlg/apas/run/wphappcriteria.display,,5,Housing,,,,,,https://www.redbridge.gov.uk,Approved Planning Application - 0475/15,31/12/2017,31/12/2017
http://opendatacommunities.org/id/london-borough-council/redbridge,London Borough of Redbridge,BRLBR0184,,"2-4 Oaks Lane, Newbury Park",https://my.redbridge.gov.uk/map/brownfield-land-register/BRLBR0192,WGS84,0.094523072,51.57645429,0.12,Not owned by a public authority,Yes,Permissioned,Full planning permission,15/03/2017,http://planning.redbridge.gov.uk/swiftlg/apas/run/wphappcriteria.display,,9,Housing,,,,,,https://www.redbridge.gov.uk,Approved Planning Application - 0199/17,31/12/2017,31/12/2017
http://opendatacommunities.org/id/london-borough-council/redbridge,London Borough of Redbridge,BRLBR0185,,"Electric Parade, Seven Kings Road, Ilford",https://my.redbridge.gov.uk/map/brownfield-land-register/BRLBR0193,WGS84,0.097734972,51.56306686,0.16,Not owned by a public authority,Yes,Permissioned,Full planning permission,24/05/2017,http://planning.redbridge.gov.uk/swiftlg/apas/run/wphappcriteria.display,,9,Housing,,,,,,https://www.redbridge.gov.uk,Approved Planning Application - 1234/17,31/12/2017,31/12/2017
http://opendatacommunities.org/id/london-borough-council/redbridge,London Borough of Redbridge,BRLBR0186,,"3 Kielder Close, Hainault",https://my.redbridge.gov.uk/map/brownfield-land-register/BRLBR0194,WGS84,0.105953053,51.60736554,0.17,Not owned by a public authority,Yes,Permissioned,Full planning permission,30/11/2016,http://planning.redbridge.gov.uk/swiftlg/apas/run/wphappcriteria.display,,10,Housing,,,,,,https://www.redbridge.gov.uk,Approved Planning Application - 4324/16,31/12/2017,31/12/2017
http://opendatacommunities.org/id/london-borough-council/redbridge,London Borough of Redbridge,BRLBR0187,,"7-13  Goodmayes Road, Goodmayes",https://my.redbridge.gov.uk/map/brownfield-land-register/BRLBR0195,WGS84,0.110796552,51.56638905,0.04,Not owned by a public authority,,Not permissioned,,,http://planning.redbridge.gov.uk/swiftlg/apas/run/wphappcriteria.display,,8,Housing,,,,,,https://www.redbridge.gov.uk,Extant planning permission - 0242/07,31/12/2017,31/12/2017
http://opendatacommunities.org/id/london-borough-council/redbridge,London Borough of Redbridge,BRLBR0188,,"888 High Road, Chadwell Heath",https://my.redbridge.gov.uk/map/brownfield-land-register/BRLBR0197,WGS84,0.118912915,51.56822136,0.04,Not owned by a public authority,Yes,Permissioned,Full planning permission,16/02/2017,http://planning.redbridge.gov.uk/swiftlg/apas/run/wphappcriteria.display,,9,Housing,,,,,,https://www.redbridge.gov.uk,Approved Planning Application - 5953/16,31/12/2017,31/12/2017
